uid,domainID,siteID,namedLocation,startDate,analysisDate,laboratoryName,gasTracerType,gasSampleID,sampleCode,gasTracerConcentration,runDetectionLimit,labStandardPrecision,certifiedStandardAccuracy,sampleCondition,analyticalReplicateGAS,analyzedBy,remarks,gasVolumeAnalyzed,gasCheckStandardQF
"3dca8be5-45b9-495b-be91-6b4b75ea38a5","D01","HOPB","HOPB.AOS.reaeration.station.04","2018-05-23T12:58Z","2018-06-19T12:00Z","Loecke Lab at University of Kansas","Sulfur Hexafluoride (SF6)","HOPB.20.20180523.GAS","A00000000491",0.49138,0.000041,0.786,2.000,"OK",,"CsTk6MsnqZVjNU51voiN6Q==",,0.30,-1
"ae2c0c42-9cd4-43fb-a7e1-1fa90e5c3d6f","D01","HOPB","HOPB.AOS.reaeration.station.03","2018-05-23T12:58Z","2018-06-19T12:00Z","Loecke Lab at University of Kansas","Sulfur Hexafluoride (SF6)","HOPB.15.20180523.GAS","A00000000496",0.58246,0.000041,0.786,2.000,"OK",,"CsTk6MsnqZVjNU51voiN6Q==",,0.30,-1
"82bd5b4a-f436-4d3d-8655-5a7c2fd85cd4","D01","HOPB","HOPB.AOS.reaeration.station.04","2018-05-23T12:58Z","2018-06-19T12:00Z","Loecke Lab at University of Kansas","Sulfur Hexafluoride (SF6)","HOPB.18.20180523.GAS","A00000000493",0.49216,0.000041,0.786,2.000,"OK",,"CsTk6MsnqZVjNU51voiN6Q==",,0.30,-1
"bcdc603c-a07f-4aa1-afa1-59f825dd94ea","D01","HOPB","HOPB.AOS.reaeration.station.03","2018-05-23T12:58Z","2018-06-19T12:00Z","Loecke Lab at University of Kansas","Sulfur Hexafluoride (SF6)","HOPB.13.20180523.GAS","A00000000499",0.57694,0.000041,0.786,2.000,"OK",,"CsTk6MsnqZVjNU51voiN6Q==",,0.30,-1
"c4034904-29ab-4152-8415-b3d57faf4edb","D01","HOPB","HOPB.AOS.reaeration.station.04","2018-05-23T12:58Z","2018-06-19T12:00Z","Loecke Lab at University of Kansas","Sulfur Hexafluoride (SF6)","HOPB.19.20180523.GAS","A00000000492",0.46443,0.000041,0.786,2.000,"OK",,"CsTk6MsnqZVjNU51voiN6Q==",,0.30,-1
"42760388-61eb-4974-a2e9-57f0526fe618","D01","HOPB","HOPB.AOS.reaeration.station.01","2018-05-23T12:58Z","2018-06-19T12:00Z","Loecke Lab at University of Kansas","Sulfur Hexafluoride (SF6)","HOPB.05.20180523.GAS","A00000000482",0.99028,0.000041,0.786,2.000,"OK",,"CsTk6MsnqZVjNU51voiN6Q==",,0.30,-1
"af09c0c7-958d-4459-adee-1cc06b083f5f","D01","HOPB","HOPB.AOS.reaeration.station.04","2018-05-23T12:58Z","2018-06-19T12:00Z","Loecke Lab at University of Kansas","Sulfur Hexafluoride (SF6)","HOPB.16.20180523.GAS","A00000000495",0.487,0.000041,0.786,2.000,"OK",,"CsTk6MsnqZVjNU51voiN6Q==",,0.30,-1
"0553e77f-8ef8-410a-9ecf-71a56d915a18","D01","HOPB","HOPB.AOS.reaeration.station.02","2018-05-23T12:58Z","2018-06-19T12:00Z","Loecke Lab at University of Kansas","Sulfur Hexafluoride (SF6)","HOPB.07.20180523.GAS","A00000000484",0.80106,0.000041,0.786,2.000,"OK",,"CsTk6MsnqZVjNU51voiN6Q==",,0.30,-1
"714ccd47-047b-439f-b70f-d9f61bdaf842","D01","HOPB","HOPB.AOS.reaeration.station.02","2018-05-23T12:58Z","2018-06-19T12:00Z","Loecke Lab at University of Kansas","Sulfur Hexafluoride (SF6)","HOPB.09.20180523.GAS","A00000000502",0.79766,0.000041,0.786,2.000,"OK",,"CsTk6MsnqZVjNU51voiN6Q==",,0.30,-1
"6a1798b0-bc08-43a3-9955-f3bf424f8f47","D01","HOPB","HOPB.AOS.reaeration.station.03","2018-05-23T12:58Z","2018-06-19T12:00Z","Loecke Lab at University of Kansas","Sulfur Hexafluoride (SF6)","HOPB.14.20180523.GAS","A00000000498",0.58487,0.000041,0.786,2.000,"OK",,"CsTk6MsnqZVjNU51voiN6Q==",,0.30,-1
"9fede848-f486-4257-bb8f-19acc278ef47","D01","HOPB","HOPB.AOS.reaeration.station.01","2018-05-23T12:58Z","2018-06-19T12:00Z","Loecke Lab at University of Kansas","Sulfur Hexafluoride (SF6)","HOPB.04.20180523.GAS","A00000000481",0.96179,0.000041,0.786,2.000,"OK",,"CsTk6MsnqZVjNU51voiN6Q==",,0.30,-1
"4796bbd9-06ef-4888-8105-171617fc605a","D01","HOPB","HOPB.AOS.reaeration.station.03","2018-05-23T12:58Z","2018-06-19T12:00Z","Loecke Lab at University of Kansas","Sulfur Hexafluoride (SF6)","HOPB.12.20180523.GAS","A00000000497",0.57543,0.000041,0.786,2.000,"OK",,"CsTk6MsnqZVjNU51voiN6Q==",,0.30,-1
"6ff937b3-d51a-4030-8f10-fc9e117f34b3","D01","HOPB","HOPB.AOS.reaeration.station.02","2018-05-23T12:58Z","2018-06-19T12:00Z","Loecke Lab at University of Kansas","Sulfur Hexafluoride (SF6)","HOPB.10.20180523.GAS","A00000000501",0.83863,0.000041,0.786,2.000,"OK",,"CsTk6MsnqZVjNU51voiN6Q==",,0.30,-1
"b799bdf0-cffc-4af9-9a5b-9cb24bf5a270","D01","HOPB","HOPB.AOS.reaeration.station.02","2018-05-23T12:58Z","2018-06-19T12:00Z","Loecke Lab at University of Kansas","Sulfur Hexafluoride (SF6)","HOPB.06.20180523.GAS","A00000000483",0.80174,0.000041,0.786,2.000,"OK",,"CsTk6MsnqZVjNU51voiN6Q==",,0.30,-1
"422840b0-c8d7-4ff7-a966-c49e0132b096","D01","HOPB","HOPB.AOS.reaeration.station.01","2018-05-23T12:58Z","2018-06-19T12:00Z","Loecke Lab at University of Kansas","Sulfur Hexafluoride (SF6)","HOPB.03.20180523.GAS","A00000000480",0.0034588,0.000041,0.786,2.000,"OK",,"CsTk6MsnqZVjNU51voiN6Q==",,0.30,-1
"7277102e-2545-44e4-939f-397a269f04a7","D01","HOPB","HOPB.AOS.reaeration.station.02","2018-05-23T12:58Z","2018-06-19T12:00Z","Loecke Lab at University of Kansas","Sulfur Hexafluoride (SF6)","HOPB.08.20180523.GAS","A00000000485",0.82425,0.000041,0.786,2.000,"OK",,"CsTk6MsnqZVjNU51voiN6Q==",,0.30,-1
"f08d4d67-191a-410d-82e3-767c5ecc0dad","D01","HOPB","HOPB.AOS.reaeration.station.04","2018-05-23T12:58Z","2018-06-19T12:00Z","Loecke Lab at University of Kansas","Sulfur Hexafluoride (SF6)","HOPB.17.20180523.GAS","A00000000494",0.48341,0.000041,0.786,2.000,"OK",,"CsTk6MsnqZVjNU51voiN6Q==",,0.30,-1
"b74ad595-ecfe-4798-af31-f8af25cb77dd","D01","HOPB","HOPB.AOS.reaeration.station.03","2018-05-23T12:58Z","2018-06-19T12:00Z","Loecke Lab at University of Kansas","Sulfur Hexafluoride (SF6)","HOPB.11.20180523.GAS","A00000000500",0.5722,0.000041,0.786,2.000,"OK",,"CsTk6MsnqZVjNU51voiN6Q==",,0.30,-1
