uid,domainID,siteID,namedLocation,startDate,stationToInjectionDistance,hoboSampleID
"348d6333-69c0-45e7-ac5d-d51906e4942a","D04","CUPE","CUPE.AOS.reaeration.station.04","2016-10-07T12:02Z",,"CUPE_S4_20161007"
"c32514a2-37b0-4208-a65f-a85f5ddbc52e","D04","CUPE","CUPE.AOS.reaeration.station.01","2016-10-07T12:02Z",,"CUPE_S1_20161007"
