uid,domainID,siteID,namedLocation,startDate,stationToInjectionDistance,hoboSampleID
"ee292ea8-fb6c-45d6-a631-4f7cda89cc74","D11","BLUE","BLUE.AOS.reaeration.station.01","2018-04-18T16:15Z",56.00,"BLUE_S1_20180418"
"bdf1e044-a7e8-44c8-bcc8-e161ed5a1a12","D11","BLUE","BLUE.AOS.reaeration.station.04","2018-04-18T16:15Z",432.00,"BLUE_S4_20180418"
