uid,domainID,siteID,namedLocation,decimalLatitude,decimalLongitude,coordinateUncertainty,elevation,elevationUncertainty,geodeticDatum,collectDate,injectionType,samplingImpractical,streambedLeafCover,iceCover,gasTracerType,constantRateTracerMass,carboyVolume,slugTracerMass,dripStartTime,dripEndTime,slugPourTime,loggersAtSensorSets,betweenLoggersDist,loggerInWaterDateTime,loggerOutWaterDateTime,dripRateStart,dripRateEnd,tracerAnalysisType,injectateSampleCollected,injectateSampleID,injectateSampleCode,samplingProtocolVersion,recordedBy,collectedBy,incompleteExperimentQF
"1fe9e246-242b-43ff-be0c-a6284fd0219a","D19","CARI","CARI",65.153224,-147.503973,10.0,224.9,10.0,"WGS84","2021-08-06T19:46Z","NaBr",,"None","0 %","Sulfur Hexafluoride (SF6)",80.00,18.0,500.00,"2021-08-06T20:50Z","2021-08-06T21:40Z","2021-08-06T20:50Z","Y",,,,210.0,190.0,"salt concentration","Y","CARI.00.20210806.TCR","A00000317446","NEON.DOC.000693vK","0000-0003-1651-3911","0000-0003-3756-1381",
"002970b4-8b4e-4d05-9df7-a6c334f1d5f7","D19","CARI","CARI",65.153224,-147.503973,10.0,224.9,10.0,"WGS84","2021-08-11T19:48Z","NaBr",,"None","0 %","Sulfur Hexafluoride (SF6)",120.00,18.0,700.00,"2021-08-11T20:46Z","2021-08-11T21:29Z","2021-08-11T20:46Z","Y",,,,200.0,204.0,"salt concentration","Y","CARI.00.20210811.TCR","A00000317447","NEON.DOC.000693vK","0000-0003-3756-1381","0000-0003-1651-3911",
"a6f31b46-c0cb-4504-ada0-518cf6fa5502","D19","CARI","CARI",65.153224,-147.503973,10.0,224.9,10.0,"WGS84","2021-08-18T19:43Z","NaBr",,"None","0 %","Sulfur Hexafluoride (SF6)",350.00,8.0,2000.00,"2021-08-18T20:59Z","2021-08-18T21:54Z","2021-08-18T20:49Z","Y",,,,210.0,205.0,"salt concentration","Y","CARI.00.20210818.TCR","A00000317445","NEON.DOC.000693vK","0000-0003-1651-3911","0000-0003-3756-1381",
