uid,domainID,siteID,namedLocation,startDate,stationToInjectionDistance,hoboSampleID
"d9365967-169e-4771-a08d-da6f19a33edc","D19","CARI","CARI.AOS.reaeration.station.04","2020-09-23T20:00Z",369.30,"CARI_S4_20200923"
"f0a6e77c-0304-4b13-a896-3e6b8408f32b","D19","CARI","CARI.AOS.reaeration.station.01","2020-09-23T20:00Z",31.70,"CARI_S1_20200923"
