uid,recorduid,domainID,siteID,namedLocation,hoboSampleID,startDate,measurementNumber,dateTimeLogger,lowRangeHobo,fullRangeHobo,waterTemp,fullRangeSpCondLinear,lowRangeSpCondLinear,fullRangeSpCondNonlinear,lowRangeSpCondNonlinear
"a24ab14e-a532-4d66-b21b-1066176bc30f","b6e80a2a-df28-47c7-8adf-6faccb259993","D01","HOPB","HOPB.AOS.reaeration.station.04","HOPB_S4_20181108","2018-11-08T14:10Z",461,"2018-11-08T14:46:40Z",41.10,35.90,7.16,54.46,62.34,54.56,62.46
"c8caed37-f805-4c6e-8c8b-434f49362067","b6e80a2a-df28-47c7-8adf-6faccb259993","D01","HOPB","HOPB.AOS.reaeration.station.04","HOPB_S4_20181108","2018-11-08T14:10Z",1925,"2018-11-08T18:50:40Z",42.40,37.80,8.02,55.94,62.75,56.13,62.96
"451fb4b5-fc96-487a-a5fd-109f29022512","b6e80a2a-df28-47c7-8adf-6faccb259993","D01","HOPB","HOPB.AOS.reaeration.station.04","HOPB_S4_20181108","2018-11-08T14:10Z",304,"2018-11-08T14:20:30Z",41.20,36.30,7.15,55.08,62.51,55.18,62.63
"e0bf960d-5cd3-4bb0-9e1b-e0a563ccaaae","b6e80a2a-df28-47c7-8adf-6faccb259993","D01","HOPB","HOPB.AOS.reaeration.station.04","HOPB_S4_20181108","2018-11-08T14:10Z",1347,"2018-11-08T17:14:20Z",41.80,37.10,7.71,55.39,62.41,55.55,62.59
"21c1bc1b-7a05-4093-a4ca-9143161f8577","b6e80a2a-df28-47c7-8adf-6faccb259993","D01","HOPB","HOPB.AOS.reaeration.station.04","HOPB_S4_20181108","2018-11-08T14:10Z",1545,"2018-11-08T17:47:20Z",42.10,37.50,7.84,55.78,62.63,55.95,62.82
"2761dd5b-6cbf-451f-a50c-50d2ec70c7e5","b6e80a2a-df28-47c7-8adf-6faccb259993","D01","HOPB","HOPB.AOS.reaeration.station.04","HOPB_S4_20181108","2018-11-08T14:10Z",931,"2018-11-08T16:05:00Z",41.50,36.70,7.36,55.35,62.59,55.47,62.73
"caffcca3-72f8-4150-a277-89b6d303cb2f","b6e80a2a-df28-47c7-8adf-6faccb259993","D01","HOPB","HOPB.AOS.reaeration.station.04","HOPB_S4_20181108","2018-11-08T14:10Z",2492,"2018-11-08T20:25:10Z",19.30,18.70,5.72,29.60,30.55,29.57,30.52
"b6f5ef4c-42cb-4543-a179-3233b42efc0e","b6e80a2a-df28-47c7-8adf-6faccb259993","D01","HOPB","HOPB.AOS.reaeration.station.04","HOPB_S4_20181108","2018-11-08T14:10Z",2737,"2018-11-08T21:06:00Z",11.60,10.90,9.21,15.61,16.61,15.68,16.69
"7c9ed817-e3fa-40fc-a201-20ec59c20c42","b6e80a2a-df28-47c7-8adf-6faccb259993","D01","HOPB","HOPB.AOS.reaeration.station.04","HOPB_S4_20181108","2018-11-08T14:10Z",358,"2018-11-08T14:29:30Z",41.10,35.90,7.15,54.47,62.36,54.57,62.48
"d3458f41-0d98-4b04-b9e0-0bc62ebf2f17","b6e80a2a-df28-47c7-8adf-6faccb259993","D01","HOPB","HOPB.AOS.reaeration.station.04","HOPB_S4_20181108","2018-11-08T14:10Z",263,"2018-11-08T14:13:40Z",41.40,36.70,7.19,55.62,62.74,55.73,62.87
