uid,recorduid,domainID,siteID,namedLocation,hoboSampleID,startDate,measurementNumber,dateTimeLogger,lowRangeHobo,fullRangeHobo,waterTemp,fullRangeSpCondLinear,lowRangeSpCondLinear,fullRangeSpCondNonlinear,lowRangeSpCondNonlinear
"5d9c6f83-57bf-4932-8064-f6cdaf24b156","3236e22e-12f2-4556-a44b-ea402a127c29","D04","CUPE","CUPE.AOS.reaeration.station.04","CUPE_S4_20190509","2019-05-09T12:00Z",55,"2019-05-09T12:09:00Z",298.40,288.90,23.17,299.36,309.21,300.00,309.86
"54496504-f6a8-4f71-87fe-a42d706359c6","3236e22e-12f2-4556-a44b-ea402a127c29","D04","CUPE","CUPE.AOS.reaeration.station.04","CUPE_S4_20190509","2019-05-09T12:00Z",1199,"2019-05-09T15:19:40Z",311.50,303.10,24.05,308.70,317.26,309.05,317.62
"2c058c20-601c-4d8d-bcdc-0e77dd5974d8","3236e22e-12f2-4556-a44b-ea402a127c29","D04","CUPE","CUPE.AOS.reaeration.station.04","CUPE_S4_20190509","2019-05-09T12:00Z",1182,"2019-05-09T15:16:50Z",310.90,302.30,23.90,308.79,317.57,309.19,317.99
"e9d0fb8a-ad41-4b3e-a816-0e1cfc8c6d05","3236e22e-12f2-4556-a44b-ea402a127c29","D04","CUPE","CUPE.AOS.reaeration.station.04","CUPE_S4_20190509","2019-05-09T12:00Z",713,"2019-05-09T13:58:40Z",304.10,294.80,23.56,303.14,312.70,303.65,313.23
"b4a1859d-7a81-4d59-8dd5-98f6b02fd07c","3236e22e-12f2-4556-a44b-ea402a127c29","D04","CUPE","CUPE.AOS.reaeration.station.04","CUPE_S4_20190509","2019-05-09T12:00Z",1994,"2019-05-09T17:32:10Z",4.40,7.90,25.36,7.85,4.37,7.84,4.37
"717b0be2-a499-445e-a461-4e0454f1f6f7","3236e22e-12f2-4556-a44b-ea402a127c29","D04","CUPE","CUPE.AOS.reaeration.station.04","CUPE_S4_20190509","2019-05-09T12:00Z",1481,"2019-05-09T16:06:40Z",18.40,7.90,29.27,7.30,17.01,7.26,16.92
"7c61976b-f380-421f-bda7-e4b950bc8086","3236e22e-12f2-4556-a44b-ea402a127c29","D04","CUPE","CUPE.AOS.reaeration.station.04","CUPE_S4_20190509","2019-05-09T12:00Z",1867,"2019-05-09T17:11:00Z",4.40,20.30,26.93,19.58,4.24,19.53,4.23
"b4e8fc9f-7527-4839-b591-a1fcb32e0c0c","3236e22e-12f2-4556-a44b-ea402a127c29","D04","CUPE","CUPE.AOS.reaeration.station.04","CUPE_S4_20190509","2019-05-09T12:00Z",468,"2019-05-09T13:17:50Z",300.10,290.40,23.38,299.67,309.68,300.24,310.27
"346e8f6d-d25a-4c3d-a1a4-d2ca0059ca1b","3236e22e-12f2-4556-a44b-ea402a127c29","D04","CUPE","CUPE.AOS.reaeration.station.04","CUPE_S4_20190509","2019-05-09T12:00Z",1159,"2019-05-09T15:13:00Z",310.90,302.30,23.93,308.61,317.39,309.00,317.79
"9487dffa-cc61-4c1f-ad6f-05928c209c8f","3236e22e-12f2-4556-a44b-ea402a127c29","D04","CUPE","CUPE.AOS.reaeration.station.04","CUPE_S4_20190509","2019-05-09T12:00Z",1625,"2019-05-09T16:30:40Z",18.40,7.90,29.62,7.26,16.91,7.21,16.80
"c4a4a685-1cec-4035-8c34-62c448d760e6","3236e22e-12f2-4556-a44b-ea402a127c29","D04","CUPE","CUPE.AOS.reaeration.station.04","CUPE_S4_20190509","2019-05-09T12:00Z",1931,"2019-05-09T17:21:40Z",4.40,5.60,26.02,5.49,4.32,5.49,4.31
"85323add-4075-49b9-b608-6d5ba37ab2e6","3236e22e-12f2-4556-a44b-ea402a127c29","D04","CUPE","CUPE.AOS.reaeration.station.04","CUPE_S4_20190509","2019-05-09T12:00Z",1420,"2019-05-09T15:56:30Z",10.60,7.90,29.13,7.32,9.82,7.28,9.77
"df2b6824-8c1f-4983-b06d-45bc57e47d29","3236e22e-12f2-4556-a44b-ea402a127c29","D04","CUPE","CUPE.AOS.reaeration.station.04","CUPE_S4_20190509","2019-05-09T12:00Z",611,"2019-05-09T13:41:40Z",301.10,291.20,23.49,299.85,310.04,300.38,310.59
"c250620e-26ea-42a4-9ce2-7e1c3a8bab0b","3236e22e-12f2-4556-a44b-ea402a127c29","D04","CUPE","CUPE.AOS.reaeration.station.04","CUPE_S4_20190509","2019-05-09T12:00Z",519,"2019-05-09T13:26:20Z",300.40,290.80,23.42,299.85,309.75,300.40,310.32
"ef9ccac4-2537-4242-8a47-b3db55119586","3236e22e-12f2-4556-a44b-ea402a127c29","D04","CUPE","CUPE.AOS.reaeration.station.04","CUPE_S4_20190509","2019-05-09T12:00Z",328,"2019-05-09T12:54:30Z",299.60,289.70,23.30,299.42,309.65,300.01,310.27
"7d263dcc-db77-445e-a46b-53c3586084a3","3236e22e-12f2-4556-a44b-ea402a127c29","D04","CUPE","CUPE.AOS.reaeration.station.04","CUPE_S4_20190509","2019-05-09T12:00Z",809,"2019-05-09T14:14:40Z",306.30,297.20,23.64,305.13,314.47,305.61,314.97
"54e6250f-f3bb-4364-acaa-31ce9cc441bb","3236e22e-12f2-4556-a44b-ea402a127c29","D04","CUPE","CUPE.AOS.reaeration.station.04","CUPE_S4_20190509","2019-05-09T12:00Z",1121,"2019-05-09T15:06:40Z",311.20,302.30,23.99,308.25,317.32,308.62,317.70
"9618c8eb-10ca-458e-b169-1c7a25ffce0e","3236e22e-12f2-4556-a44b-ea402a127c29","D04","CUPE","CUPE.AOS.reaeration.station.04","CUPE_S4_20190509","2019-05-09T12:00Z",1509,"2019-05-09T16:11:20Z",18.40,7.90,29.40,7.29,16.97,7.24,16.87
"6089892a-b315-4390-89a2-cad35af3bebd","3236e22e-12f2-4556-a44b-ea402a127c29","D04","CUPE","CUPE.AOS.reaeration.station.04","CUPE_S4_20190509","2019-05-09T12:00Z",1118,"2019-05-09T15:06:10Z",311.30,302.30,23.99,308.25,317.42,308.62,317.80
"4fe52234-7e6c-4f92-a2fe-2b2c37572a02","3236e22e-12f2-4556-a44b-ea402a127c29","D04","CUPE","CUPE.AOS.reaeration.station.04","CUPE_S4_20190509","2019-05-09T12:00Z",1548,"2019-05-09T16:17:50Z",4.30,25.70,29.62,23.62,3.95,23.47,3.93
"05bbdaeb-7f4f-414b-8bde-c291ab99604f","3236e22e-12f2-4556-a44b-ea402a127c29","D04","CUPE","CUPE.AOS.reaeration.station.04","CUPE_S4_20190509","2019-05-09T12:00Z",244,"2019-05-09T12:40:30Z",299.20,289.30,23.24,299.36,309.61,299.98,310.24
"e922a4c3-0801-48a0-8e60-5abda9bd9ce5","3236e22e-12f2-4556-a44b-ea402a127c29","D04","CUPE","CUPE.AOS.reaeration.station.04","CUPE_S4_20190509","2019-05-09T12:00Z",1166,"2019-05-09T15:14:10Z",310.90,302.30,23.91,308.73,317.51,309.13,317.92
"2d9fd840-5cb2-4c54-a4cb-79479d9697c1","3236e22e-12f2-4556-a44b-ea402a127c29","D04","CUPE","CUPE.AOS.reaeration.station.04","CUPE_S4_20190509","2019-05-09T12:00Z",342,"2019-05-09T12:56:50Z",299.70,289.70,23.30,299.42,309.76,300.01,310.37
"7715d40a-d657-4bbf-84bc-3fa05921b20b","3236e22e-12f2-4556-a44b-ea402a127c29","D04","CUPE","CUPE.AOS.reaeration.station.04","CUPE_S4_20190509","2019-05-09T12:00Z",35,"2019-05-09T12:05:40Z",298.30,288.90,23.16,299.42,309.17,300.06,309.82
