uid,domainID,siteID,namedLocation,startDate,laboratoryName,saltSampleID,sampleCode,analyte,finalConcentration,saltBelowDetectionQF,analysisDate,analyzedBy,sampleCondition,analyticalReplicateTCR,remarks,saltCheckStandardQF
"5208eb9b-4bc0-4204-8a36-6e7cecccdeeb","D19","CARI","CARI.AOS.reaeration.station.02","2020-06-05T19:43Z","Aquatic Biogeochemistry Lab at Utah State University","CARI.06.20200605.TCR","A00000102435","bromide",0.0362,0,"2020-07-30T18:00Z","LIkHXDtHFXY=","OK",,,1
"a0cff121-37bf-491e-a67a-4121a4277be1","D19","CARI","CARI","2020-06-05T19:43Z","Aquatic Biogeochemistry Lab at Utah State University","CARI.00.20200605.TCR","A00000102426","bromide",4738.700,0,"2020-07-30T18:00Z","LIkHXDtHFXY=","OK",,,1
"0c71eff1-4689-4e6f-86fa-000715b9b27c","D19","CARI","CARI.AOS.reaeration.station.04","2020-06-05T19:43Z","Aquatic Biogeochemistry Lab at Utah State University","CARI.B4.20200605.TCR","A00000102407","bromide",0.0455,0,"2020-07-30T18:00Z","LIkHXDtHFXY=","OK",,"contaminated?",1
"68afe8ba-c04e-4f52-bc4e-e1d9d7b61987","D19","CARI","CARI.AOS.reaeration.station.04","2020-06-05T19:43Z","Aquatic Biogeochemistry Lab at Utah State University","CARI.20.20200605.TCR","A00000102415","bromide",0.049,0,"2020-07-30T18:00Z","LIkHXDtHFXY=","OK",,"contaminated?",1
"53760e03-2dd4-454c-af9b-be3e646d7fe9","D19","CARI","CARI.AOS.reaeration.station.02","2020-06-05T19:43Z","Aquatic Biogeochemistry Lab at Utah State University","CARI.07.20200605.TCR","A00000102436","bromide",0.0349,0,"2020-07-30T18:00Z","LIkHXDtHFXY=","OK",,,1
"de40d1a2-290a-420b-bd5e-972d0345d913","D19","CARI","CARI.AOS.reaeration.station.01","2020-06-05T19:43Z","Aquatic Biogeochemistry Lab at Utah State University","CARI.02.20200605.TCR","A00000102430","bromide",0.0496,0,"2020-07-30T18:00Z","LIkHXDtHFXY=","OK",,,1
"bfc62629-26ad-4c9f-9774-7a06e02972aa","D19","CARI","CARI.AOS.reaeration.station.03","2020-06-05T19:43Z","Aquatic Biogeochemistry Lab at Utah State University","CARI.B3.20200605.TCR","A00000102408","bromide",,1,"2020-07-30T18:00Z","LIkHXDtHFXY=","OK",,,1
"cb50e590-6d2d-4088-b80c-9958184e9e79","D19","CARI","CARI.AOS.reaeration.station.04","2020-06-05T19:43Z","Aquatic Biogeochemistry Lab at Utah State University","CARI.19.20200605.TCR","A00000102413","bromide",0.0461,0,"2020-07-30T18:00Z","LIkHXDtHFXY=","OK",,,1
"11624f7b-6781-4256-8529-76ef4bb6e1b6","D19","CARI","CARI.AOS.reaeration.station.02","2020-06-05T19:43Z","Aquatic Biogeochemistry Lab at Utah State University","CARI.08.20200605.TCR","A00000102434","bromide",0.034,0,"2020-07-30T18:00Z","LIkHXDtHFXY=","OK",,,1
"dd265e8c-fdd5-400e-93d1-ad1db534ce6f","D19","CARI","CARI.AOS.reaeration.station.01","2020-06-05T19:43Z","Aquatic Biogeochemistry Lab at Utah State University","CARI.05.20200605.TCR","A00000102410","bromide",0.0537,0,"2020-07-30T18:00Z","LIkHXDtHFXY=","OK",,,1
"d5ca3016-31cd-4a98-ad50-6ed29567044a","D19","CARI","CARI.AOS.reaeration.station.04","2020-06-05T19:43Z","Aquatic Biogeochemistry Lab at Utah State University","CARI.17.20200605.TCR","A00000102414","bromide",0.0412,0,"2020-07-30T18:00Z","LIkHXDtHFXY=","OK",,,1
"4a7ff54b-e460-4068-8bb4-bad11aacf0be","D19","CARI","CARI.AOS.reaeration.station.01","2020-06-05T19:43Z","Aquatic Biogeochemistry Lab at Utah State University","CARI.03.20200605.TCR","A00000102429","bromide",0.0598,0,"2020-07-30T18:00Z","LIkHXDtHFXY=","OK",,,1
"bae3185c-d1a4-44e8-be52-0435f6fabf1a","D19","CARI","CARI.AOS.reaeration.station.02","2020-06-05T19:43Z","Aquatic Biogeochemistry Lab at Utah State University","CARI.10.20200605.TCR","A00000102432","bromide",0.0276,0,"2020-07-30T18:00Z","LIkHXDtHFXY=","OK",,,1
"6391674f-4f07-4a50-a3d3-9ed13c2921cf","D19","CARI","CARI.AOS.reaeration.station.02","2020-06-05T19:43Z","Aquatic Biogeochemistry Lab at Utah State University","CARI.B2.20200605.TCR","A00000102427","bromide",,1,"2020-07-30T18:00Z","LIkHXDtHFXY=","OK",,,1
"92090598-f3a4-42c8-85a4-7522e23fd651","D19","CARI","CARI.AOS.reaeration.station.03","2020-06-05T19:43Z","Aquatic Biogeochemistry Lab at Utah State University","CARI.12.20200605.TCR","A00000102439","bromide",0.0475,0,"2020-07-30T18:00Z","LIkHXDtHFXY=","OK",,,1
"9eb40bb2-e060-4862-97dd-bb5f00a18d2d","D19","CARI","CARI.AOS.reaeration.station.01","2020-06-05T19:43Z","Aquatic Biogeochemistry Lab at Utah State University","CARI.04.20200605.TCR","A00000102428","bromide",0.0504,0,"2020-07-30T18:00Z","LIkHXDtHFXY=","OK",0.0527,,1
