uid,domainID,siteID,namedLocation,startDate,stationToInjectionDistance,hoboSampleID
"ca183877-ea11-44a5-a001-e90205d156a3","D13","COMO","COMO.AOS.reaeration.station.01","2017-09-25T17:49Z",18.60,"COMO_S1_20170925"
"80951e28-a9cd-4162-975b-46a45e853779","D13","COMO","COMO.AOS.reaeration.station.04","2017-09-25T17:49Z",101.60,"COMO_S4_20170925"
