uid,recorduid,domainID,siteID,namedLocation,hoboSampleID,startDate,measurementNumber,dateTimeLogger,lowRangeHobo,fullRangeHobo,waterTemp,fullRangeSpCondLinear,lowRangeSpCondLinear,fullRangeSpCondNonlinear,lowRangeSpCondNonlinear
"de53058a-8ec6-46ce-bb84-99a72c1e778f","e1160e76-d752-40b9-a1e8-64e061d51519","D01","HOPB","HOPB.AOS.reaeration.station.01","HOPB_S1_20210531","2021-05-31T15:55Z",1241,"2021-05-31T17:56:40Z",58.20,54.20,10.78,74.41,79.90,74.89,80.42
"9725f4fb-cd3c-4292-8c3f-6760cbf30afd","e1160e76-d752-40b9-a1e8-64e061d51519","D01","HOPB","HOPB.AOS.reaeration.station.01","HOPB_S1_20210531","2021-05-31T15:55Z",35,"2021-05-31T14:35:40Z",64.60,60.90,9.97,85.42,90.61,85.91,91.13
"ab76538a-3974-42a9-9710-254196511b40","e1160e76-d752-40b9-a1e8-64e061d51519","D01","HOPB","HOPB.AOS.reaeration.station.01","HOPB_S1_20210531","2021-05-31T15:55Z",2078,"2021-05-31T20:16:10Z",31.20,31.30,12.12,41.51,41.38,41.81,41.68
"3dd7fd70-8c6e-48e0-b0b7-e5f75cd711ee","e1160e76-d752-40b9-a1e8-64e061d51519","D01","HOPB","HOPB.AOS.reaeration.station.01","HOPB_S1_20210531","2021-05-31T15:55Z",849,"2021-05-31T16:51:20Z",59.00,55.00,10.47,76.13,81.66,76.60,82.17
"b9d124ff-ac02-443b-bfb1-4dda0425c669","e1160e76-d752-40b9-a1e8-64e061d51519","D01","HOPB","HOPB.AOS.reaeration.station.01","HOPB_S1_20210531","2021-05-31T15:55Z",1032,"2021-05-31T17:21:50Z",58.40,54.60,10.66,75.20,80.43,75.67,80.94
"76b28089-1e44-478f-a345-ed7058dae707","e1160e76-d752-40b9-a1e8-64e061d51519","D01","HOPB","HOPB.AOS.reaeration.station.01","HOPB_S1_20210531","2021-05-31T15:55Z",693,"2021-05-31T16:25:20Z",58.30,54.60,10.34,75.83,80.97,76.30,81.47
"b9f19cff-0218-49d8-9604-8c3c2cbf7068","e1160e76-d752-40b9-a1e8-64e061d51519","D01","HOPB","HOPB.AOS.reaeration.station.01","HOPB_S1_20210531","2021-05-31T15:55Z",2125,"2021-05-31T20:24:00Z",31.50,31.60,12.55,41.46,41.33,41.77,41.63
"ed188895-db04-454c-bf3e-73f652854f66","e1160e76-d752-40b9-a1e8-64e061d51519","D01","HOPB","HOPB.AOS.reaeration.station.01","HOPB_S1_20210531","2021-05-31T15:55Z",1705,"2021-05-31T19:14:00Z",55.80,51.80,10.89,70.91,76.39,71.37,76.88
"0b2482c7-82de-4966-8bff-0b8dc5a44336","e1160e76-d752-40b9-a1e8-64e061d51519","D01","HOPB","HOPB.AOS.reaeration.station.01","HOPB_S1_20210531","2021-05-31T15:55Z",1873,"2021-05-31T19:42:00Z",56.00,52.20,10.94,71.36,76.56,71.83,77.06
"d2a72a24-cc10-4e27-a0b7-fb6f138261f7","e1160e76-d752-40b9-a1e8-64e061d51519","D01","HOPB","HOPB.AOS.reaeration.station.01","HOPB_S1_20210531","2021-05-31T15:55Z",74,"2021-05-31T14:42:10Z",64.30,60.50,9.95,84.91,90.24,85.39,90.76
