site_int,site_id,year,reach,date,value,.lower,.upper
330,POSE,2020,02,20201109,0.8283128249358701,0.7080314318110554,0.8932384142616139
331,POSE,2020,07,20201110,0.6894615765966514,0.4728316975826223,0.8176824020552553
332,POSE,2020,09,20201111,0.8901571885340047,0.8083661858181569,0.9488108621002695
333,POSE,2021,02,20210405,0.8119074713216725,0.6080228793117035,0.9019314912407237
334,POSE,2021,07,20210406,0.8367266242235423,0.6895110775807308,0.911276457910864
335,POSE,2021,09,20210407,0.8052807571199935,0.6020026374089642,0.9030056103228425
336,POSE,2021,02,20211025,0.7780367893759064,0.5641333014140643,0.907406813670444
337,POSE,2021,07,20211026,0.8803141894613506,0.7820660823116237,0.9435531825310057
338,POSE,2021,09,20211027,0.6260020643231456,0.30691323982525703,0.81142265179036
339,POSE,2022,02,20220404,0.9218744132531147,0.8477352961056583,0.9686200868763741
340,POSE,2022,07,20220405,0.9101611379285279,0.8023150963415651,0.9693501071569461
341,POSE,2022,09,20220406,0.8858508042377489,0.657498449948455,0.9705719946129965
342,POSE,2022,02,20221031,0.8778505043884477,0.7338417776863413,0.9521451109610063
343,POSE,2022,07,20221101,0.9054640764235371,0.7974972883996876,0.9580216390912842
344,POSE,2022,09,20221102,0.7026760912705108,0.4999253454709568,0.8316569373097795
345,PRIN,2017,03,20170228,0.17710972650907536,0.026696757549165687,0.4804783481671713
346,PRIN,2017,07,20170301,0.24191267171559672,0.041699411932182025,0.5216628861411629
347,PRIN,2017,10,20170302,0.6569525886341747,0.4016192864448902,0.7894825567534292
348,PRIN,2017,03,20171114,0.647746274330979,0.49924248043305774,0.7423679889258123
349,PRIN,2017,07,20171115,0.42038639922572973,0.21754501899575007,0.5924761119517834
350,PRIN,2017,10,20171116,0.5656617769723464,0.30589858854885266,0.73440633550682
351,PRIN,2018,03,20180320,0.46230538929423565,0.14716466962406632,0.7258965957339287
352,PRIN,2018,07,20180321,0.6675912633433079,0.36526420422075195,0.8231795943786999
353,PRIN,2018,10,20180322,0.6019787066159761,0.1904638986273783,0.8779870350392426
354,PRIN,2018,07,20181113,0.6452803532309539,0.3957785103309662,0.8051210782059877
355,PRIN,2018,03,20181114,0.5857236321407977,0.19241980148340626,0.8088861034983147
356,PRIN,2018,10,20181115,0.2889551318746752,0.0383427240517376,0.6449410199364407
357,PRIN,2019,03,20190226,0.3796453666865942,0.0887612495760573,0.6190190975103576
358,PRIN,2019,10,20190227,0.37255243221929435,0.018207628826539264,0.7045321692191383
359,PRIN,2019,07,20190228,0.5782850644731837,0.2237461539638177,0.7548750408828409
360,PRIN,2019,03,20191118,0.6962330547428467,0.4013085476185501,0.8625177188183943
361,PRIN,2019,07,20191119,0.8554578407595707,0.7850968623875144,0.905724511717628
362,PRIN,2019,10,20191120,0.292576531320076,0.042025638841158425,0.6908370235056995
363,PRIN,2020,03,20200310,0.2006075147703424,0.031068760484877594,0.4677104838490435
364,PRIN,2020,10,20200311,0.6358464717212515,0.2477658838573146,0.814269018932892
365,PRIN,2020,07,20200312,0.5616459375013956,0.3365157469995053,0.7265024082337906
366,PRIN,2021,03,20211116,0.44398307130556885,0.27316271936958636,0.5631447597336755
367,PRIN,2021,07,20211117,0.3388948473951218,0.16198746121664076,0.5140587317750263
368,PRIN,2021,10,20211119,0.8253372310177916,0.7614487793816624,0.8677875419529374
369,REDB,2016,02,20161020,0.643957390113765,0.20967976042639772,0.8726582861539849
370,REDB,2016,05,20161021,0.8126968200270773,0.5277012716944791,0.9474039973816061
371,REDB,2016,07,20161022,0.4784114720966031,0.0485771768618696,0.8294900063593984
372,REDB,2017,02,20171019,0.21928099222105296,0.01865556075948653,0.6546063354567846
373,REDB,2017,07,20171020,0.38830030580162733,0.07998119071484493,0.7451878528353016
374,REDB,2017,05,20171021,0.9516505803437207,0.48620004992547516,0.9954315107198098
375,REDB,2018,02,20180423,0.22013509455121658,0.013564454683061842,0.9380271021401907
376,REDB,2018,07,20180425,0.3766041815853844,0.0332697424312054,0.9506130313509018
377,REDB,2018,05,20180427,0.4763664234218041,0.015940197016951933,0.9783695109704693
378,REDB,2018,02,20181015,0.3082183668474927,0.008849144309851443,0.9856840265870384
379,REDB,2018,05,20181017,0.7085606601904576,0.07693487993318258,0.9973702677749656
380,REDB,2018,07,20181018,0.4061468827817323,0.031101834013464072,0.9022693270282461
381,REDB,2019,02,20191014,0.8923744115590952,0.3986653178115779,0.9847607289625613
382,REDB,2019,05,20191015,0.8184738827919689,0.1170191508174496,0.9901095949233594
383,REDB,2019,07,20191016,0.4365558150924984,0.0388567403329801,0.8950424953035536
384,REDB,2022,02,20221024,0.4651180389903288,0.011783284844423045,0.9684055116284385
385,REDB,2022,05,20221026,0.5196857783719115,0.03262643670471797,0.984680372455589
386,REDB,2022,07,20221027,0.6141857416120892,0.040189475573443774,0.9900790822454353
387,SYCA,2019,04,20190220,0.33690883454166076,0.019401060705539236,0.8902510019246168
388,SYCA,2019,04,20190625,0.7159567590925826,0.5710293721528678,0.8083593509491627
389,SYCA,2019,06,20190626,0.7116151254670018,0.5489930907804472,0.8129134596686705
390,SYCA,2019,10,20190627,0.8405871345315347,0.7922367366413495,0.8874917001357523
391,SYCA,2020,04,20200204,0.14361384245834663,0.011408223761619605,0.45373113780813185
392,SYCA,2020,06,20200205,0.15996079507372957,0.027032329008419,0.4121403466096728
393,SYCA,2020,10,20200206,0.6359982529641264,0.4081280019080806,0.7537905137655251
394,SYCA,2020,06,20201014,0.6634880749665496,0.5922428079807834,0.71508564797167
395,SYCA,2022,06,20220201,0.2105883796623235,0.04478261655826708,0.3747587017390432
396,SYCA,2022,04,20220202,0.8277549456539561,0.7827168971851111,0.8633264921611972
397,SYCA,2022,10,20220203,0.04939576151005698,0.006225745583096933,0.1717555588485781
398,TECR,2019,01,20191014,0.5556013863138813,0.11778841214037411,0.8039390542598792
399,TECR,2019,05,20191015,0.6581413555373552,0.3871201878288898,0.8383292393941489
400,TECR,2019,06,20191016,0.7214581617195136,0.44026188112463327,0.8646896472226646
401,TECR,2021,01,20210601,0.8091310496367174,0.5859051298826154,0.9205318695467228
402,TECR,2021,05,20210603,0.8969961791200876,0.7996961903450249,0.9529391733014513
403,TECR,2021,06,20210604,0.9064211311247179,0.8032771461738555,0.9609230428829443
404,TECR,2022,05,20220517,0.8146300033338714,0.5511003936364443,0.9349776971957869
405,TECR,2022,06,20220518,0.9111066013757894,0.7615832818268173,0.9670954530368467
406,TECR,2022,05,20221012,0.655018881377942,0.24826912787609762,0.8361973345422493
407,WALK,2016,01,20160329,0.9436734410063857,0.8843292674029779,0.9720367319171032
408,WALK,2016,01,20161102,0.9685462261379659,0.9325142980048842,0.9855937693074397
409,WALK,2017,01,20170314,0.979134320528014,0.9593735744706413,0.9890203105385076
410,WALK,2017,03,20170315,0.9469691032392201,0.8927901503010647,0.9744732110014858
411,WALK,2017,05,20170315,0.8821624929449177,0.7488822619195481,0.9463735359753516
412,WALK,2017,05,20170316,0.8894740066006883,0.8075706760122956,0.9360763919545257
413,WALK,2017,01,20171024,0.9648608253998354,0.9365545398550744,0.9797733151925291
414,WALK,2017,03,20171025,0.9724018517858259,0.946850531756056,0.9888851976221129
415,WALK,2017,05,20171026,0.970722702588658,0.9417950696729794,0.9840612905554045
416,WALK,2018,05,20180328,0.7403077937789904,0.3530346441506841,0.8871171931887776
417,WALK,2018,01,20181106,0.9748442516627388,0.9460574881715869,0.988872556549242
418,WALK,2018,03,20181107,0.9924365319895838,0.980757856787674,0.9974510341330911
419,WALK,2018,05,20181107,0.9867034843092302,0.9646735350761195,0.9951291952553923
420,WALK,2019,01,20190319,0.9566896855574498,0.9070196230173497,0.9821221807193826
421,WALK,2019,03,20190320,0.9710781328430521,0.9260225958343143,0.9922729676783695
422,WALK,2019,05,20190320,0.9462388636407003,0.8373216035142701,0.982074571989975
423,WALK,2019,01,20191105,0.9794781004834959,0.9598936101362896,0.9901412691272489
424,WALK,2019,03,20191106,0.9931222443536983,0.9766118750145966,0.9984025215670302
425,WALK,2019,05,20191106,0.9589238794035755,0.9014556246526882,0.9834741105709194
426,WALK,2020,01,20200318,0.8524374944743546,0.6439755348213062,0.9370810349576232
427,WALK,2020,03,20200319,0.9434475889014629,0.8399088280812902,0.981354295013692
428,WALK,2020,01,20201102,0.8601426247003333,0.7635249248506277,0.9286160278386475
429,WALK,2020,03,20201103,0.9103157419687026,0.8201412105327918,0.9612971157706198
430,WALK,2020,05,20201104,0.916308654741592,0.8476473120591649,0.9492078395812283
431,WALK,2021,05,20210324,0.915876519308116,0.7993141821516081,0.9651315429988704
432,WALK,2021,01,20211109,0.9850136101568225,0.9607218927196077,0.9944681384471623
433,WALK,2021,03,20211109,0.9288710148886176,0.7910201360774887,0.9781859081988924
434,WALK,2021,05,20211110,0.9821019149919151,0.962843356509711,0.9925195638779953
435,WALK,2022,01,20220322,0.9616805850181689,0.8893103984037032,0.989700988420885
436,WALK,2022,03,20220322,0.9806078516554826,0.9064077027816058,0.9960209035579677
437,WALK,2022,05,20220324,0.9171018892586096,0.8156044071232273,0.9644993318359096
438,WALK,2022,01,20221108,0.937582101205826,0.8807579730072927,0.9635911525079146
439,WALK,2022,03,20221108,0.9193263938880725,0.8162085760036017,0.9653907610146593
440,WALK,2022,05,20221109,0.9492772224873476,0.9015063881160879,0.9747133891364095
441,WLOU,2017,01,20170605,0.43983718477026007,0.042777380512037264,0.9492913266726253
442,WLOU,2017,04,20170606,0.5362101508068062,0.05659927556787349,0.9011664844751168
443,WLOU,2017,07,20170607,0.9437680732770719,0.4478264673529394,0.9967387417769681
444,WLOU,2017,01,20170927,0.2510444456970625,0.01820028946088348,0.7541416164097896
445,WLOU,2017,04,20170927,0.9556345414537849,0.8444706427494664,0.9895669761473664
446,WLOU,2017,07,20170928,0.6459676038792905,0.07758222223958217,0.9408216824103924
447,WLOU,2018,01,20180529,0.9348784287167623,0.10709190237890637,0.99891475102966365
448,WLOU,2018,04,20180530,0.374249420706158,0.0326078327970708,0.7512052186579469
449,WLOU,2018,07,20180531,0.36162423718827125,0.01720560202189794,0.8806368686994207
450,WLOU,2018,01,20180924,0.4866212824791125,0.041375578041715606,0.9164480593041461
451,WLOU,2018,04,20180925,0.8764860778383013,0.510364054781251,0.9785496193270945
452,WLOU,2019,01,20190923,0.617542342884189,0.15405594009243115,0.8771364676638549
453,WLOU,2019,04,20190924,0.7334077517350726,0.3198504828310254,0.9209960149869508
454,WLOU,2019,07,20190925,0.856858071305508,0.3031786594579909,0.9760414248010303
455,WLOU,2021,01,20210525,0.2940264524769639,0.032461227024557636,0.760907937874214
456,WLOU,2021,04,20210525,0.45775890487101056,0.02641845665761709,0.9108705206625294
457,WLOU,2021,07,20210526,0.6752873051963231,0.13288659715651333,0.941135949836319
458,WLOU,2021,01,20210927,0.32440515244080215,0.039517615403451,0.7343880543705255
459,WLOU,2021,04,20210928,0.39810563208116767,0.06490099882959778,0.7891366766710468
460,WLOU,2021,07,20210929,0.8457325794982553,0.4619463850357033,0.9535229164768396
461,WLOU,2022,01,20220711,0.6357052312542959,0.12439999694020903,0.9536864538111249
462,WLOU,2022,04,20220712,0.32343623899699775,0.025135509913141202,0.7950296541278608
463,WLOU,2022,07,20220713,0.2752788447214908,0.02628311462638419,0.8413853856347158
464,WLOU,2022,01,20220919,0.45048891188457224,0.04812514845672147,0.8381337902988168
465,WLOU,2022,04,20220920,0.7715952710422733,0.39144108319940296,0.9215815633681095
466,WLOU,2022,07,20220920,0.9058168677875857,0.7021191340220869,0.9726453502972043
