uid,domainID,siteID,namedLocation,startDate,stationToInjectionDistance,hoboSampleID
"afb6d0ce-a0a5-4d9f-be83-4729b0aebe2b","D17","BIGC","BIGC.AOS.reaeration.station.01","2018-12-17T19:13Z",40.00,"BIGC_S1_20181217"
"f6960ad4-b3da-4b7e-9fa4-a3b7a47a3768","D17","BIGC","BIGC.AOS.reaeration.station.04","2018-12-17T19:13Z",220.00,"BIGC_S4_20181217"
