uid,domainID,siteID,namedLocation,decimalLatitude,decimalLongitude,coordinateUncertainty,elevation,elevationUncertainty,geodeticDatum,collectDate,injectionType,samplingImpractical,streambedLeafCover,iceCover,gasTracerType,constantRateTracerMass,carboyVolume,slugTracerMass,dripStartTime,dripEndTime,slugPourTime,loggersAtSensorSets,betweenLoggersDist,loggerInWaterDateTime,loggerOutWaterDateTime,dripRateStart,dripRateEnd,tracerAnalysisType,injectateSampleCollected,injectateSampleID,injectateSampleCode,samplingProtocolVersion,recordedBy,collectedBy,incompleteExperimentQF
"ecdad894-51e7-4603-9341-e17dc9e04684","D04","GUIL","GUIL",18.174060,-66.798680,1000.0,550.7,1000.0,"WGS84","2020-12-16T12:54Z","NaCl",,"None","0 %","Sulfur Hexafluoride (SF6)",4370.00,24.0,,"2020-12-16T14:32Z","2020-12-16T15:38Z",,"Y",,,,295.0,320.0,"salt concentration","Y","GUIL.00.20201216.TCR","A00000111778","NEON.DOC.000693vK","0000-0002-8108-6293","0000-0003-1220-2331",
