uid,domainID,siteID,namedLocation,passStartTime,passEndTime,passNumber,eventID,taxonID,scientificName,morphospeciesID,bulkFishCount,actualOrEstimated,identificationQualifier,identifiedBy,remarks
"b37e3779-f603-4f84-8594-805f7655fe44","D17","BIGC","BIGC.AOS.fish.point.04","2022-04-26T18:25Z","2022-04-26T19:42Z",1,"BIGC.20220426.04.1.e-fisher","SALSP2","Salmonidae sp.",,7,"estimated",,"0000-0002-5454-7533",
"8dd6e23d-a2b4-4092-ad48-d1c93d519419","D17","BIGC","BIGC.AOS.fish.point.04","2022-04-26T21:30Z","2022-04-26T22:45Z",2,"BIGC.20220426.04.2.e-fisher","SALTRU","Salmo trutta",,12,,,"0000-0002-5454-7533",
"b79f1998-aae1-4c2b-b7dd-a98e6f422a4b","D17","BIGC","BIGC.AOS.fish.point.04","2022-04-26T21:30Z","2022-04-26T22:45Z",2,"BIGC.20220426.04.2.e-fisher","SALSP2","Salmonidae sp.",,3,"estimated",,"0000-0002-5454-7533",
"97ebf425-89e6-4e2a-9cd0-76627248440c","D17","BIGC","BIGC.AOS.fish.point.04","2022-04-26T21:30Z","2022-04-26T22:45Z",2,"BIGC.20220426.04.2.e-fisher","SALTRU","Salmo trutta",,9,"estimated",,"0000-0002-5454-7533",
"ddc7f929-f719-4b49-8d45-011590a7c7b5","D17","BIGC","BIGC.AOS.fish.point.04","2022-04-26T23:19Z","2022-04-27T00:21Z",3,"BIGC.20220426.04.3.e-fisher","SALSP2","Salmonidae sp.",,2,"actual",,"0000-0002-5454-7533",
"37f3e6d1-3c9c-4c2b-838e-3e6533940d8c","D17","BIGC","BIGC.AOS.fish.point.04","2022-04-26T23:19Z","2022-04-27T00:21Z",3,"BIGC.20220426.04.3.e-fisher","SALTRU","Salmo trutta",,7,"actual",,"0000-0002-5454-7533",
"583d71dc-589f-4858-b125-3f1fefbbf0d0","D17","BIGC","BIGC.AOS.fish.point.04","2022-04-26T23:19Z","2022-04-27T00:21Z",3,"BIGC.20220426.04.3.e-fisher","SALTRU","Salmo trutta",,5,"estimated",,"0000-0002-5454-7533",
"898609d7-3dde-4f6c-82bf-4caff9ba5914","D17","BIGC","BIGC.AOS.fish.point.07","2022-04-27T16:15Z","2022-04-27T17:25Z",1,"BIGC.20220427.07.1.e-fisher","SALTRU","Salmo trutta",,6,"estimated",,"0000-0002-5454-7533",
"96383523-61fc-421b-bd74-cda5df3a4842","D17","BIGC","BIGC.AOS.fish.point.07","2022-04-27T18:35Z","2022-04-27T19:33Z",2,"BIGC.20220427.07.2.e-fisher","SALTRU","Salmo trutta",,2,,,"0000-0002-5454-7533",
"aba6049a-ce30-4448-8444-723824803f10","D17","BIGC","BIGC.AOS.fish.point.07","2022-04-27T18:35Z","2022-04-27T19:33Z",2,"BIGC.20220427.07.2.e-fisher","SALTRU","Salmo trutta",,12,"actual",,"0000-0002-5454-7533",
"9709edf7-d034-418b-8cbc-780cdc1dc6a0","D17","BIGC","BIGC.AOS.fish.point.07","2022-04-27T20:19Z","2022-04-27T21:05Z",3,"BIGC.20220427.07.3.e-fisher","SALTRU","Salmo trutta",,4,"actual",,"0000-0002-5454-7533",
"1461c0b2-9776-4510-8db2-67cc4a4c7220","D17","BIGC","BIGC.AOS.fish.point.10","2022-04-28T16:05Z","2022-04-28T17:37Z",1,"BIGC.20220428.10.1.e-fisher","SALTRU","Salmo trutta",,10,"actual",,"0000-0002-5454-7533",
"2f29c285-5b18-4bbf-9a6b-2d94548d5460","D17","BIGC","BIGC.AOS.fish.point.10","2022-04-28T16:05Z","2022-04-28T17:37Z",1,"BIGC.20220428.10.1.e-fisher","SALTRU","Salmo trutta",,3,"actual",,"0000-0002-5454-7533",
