uid,domainID,siteID,namedLocation,startDate,laboratoryName,saltSampleID,sampleCode,analyte,finalConcentration,saltBelowDetectionQF,analysisDate,analyzedBy,sampleCondition,analyticalReplicateTCR,remarks,saltCheckStandardQF
"9bcd28d3-c1c1-4967-bf8a-d47a90e8f154","D04","GUIL","GUIL","2017-05-12T11:44Z","Loecke Lab at University of Kansas","GUIL.00.20170512.TCR",,"chloride",208110.000,0,"2017-11-06T12:00Z","EBIxItammYfX90jhDTogDw==","OK",,,-1
"d4edc145-9ec2-4ee6-bce5-242fe1c03c79","D04","GUIL","GUIL.AOS.reaeration.station.03","2017-05-12T11:44Z","Loecke Lab at University of Kansas","GUIL.11.20170512.TCR",,"chloride",7.050,0,"2017-07-17T12:00Z","EBIxItammYfX90jhDTogDw==","OK",,,-1
"b3c15bf8-4631-4f8a-bfe6-149fb84a6a36","D04","GUIL","GUIL.AOS.reaeration.station.03","2017-05-12T11:44Z","Loecke Lab at University of Kansas","GUIL.15.20170512.TCR",,"chloride",8.577,0,"2017-07-17T12:00Z","EBIxItammYfX90jhDTogDw==","OK",,,-1
"d4993837-7306-490f-914f-eed432511534","D04","GUIL","GUIL.AOS.reaeration.station.01","2017-05-12T11:44Z","Loecke Lab at University of Kansas","GUIL.B1.20170512.TCR",,"chloride",5.103,,"2017-07-17T12:00Z","EBIxItammYfX90jhDTogDw==","OK",,,
"5c74af65-6cc7-46ad-875e-251f3ac8bb11","D04","GUIL","GUIL.AOS.reaeration.station.03","2017-05-12T11:44Z","Loecke Lab at University of Kansas","GUIL.13.20170512.TCR",,"chloride",8.560,0,"2017-07-17T12:00Z","EBIxItammYfX90jhDTogDw==","OK",,,-1
"f16a4a28-c3e2-422f-a1d4-4e665fff6507","D04","GUIL","GUIL.AOS.reaeration.station.04","2017-05-12T11:44Z","Loecke Lab at University of Kansas","GUIL.18.20170512.TCR",,"chloride",8.449,0,"2017-07-17T12:00Z","EBIxItammYfX90jhDTogDw==","OK",,,-1
"f62c7f97-d40e-44a4-9a09-13a9255ff6e4","D04","GUIL","GUIL.AOS.reaeration.station.03","2017-05-12T11:44Z","Loecke Lab at University of Kansas","GUIL.12.20170512.TCR",,"chloride",7.590,0,"2017-07-17T12:00Z","EBIxItammYfX90jhDTogDw==","OK",,,-1
"01fda175-83ae-4a1a-ac35-3f71763c2059","D04","GUIL","GUIL.AOS.reaeration.station.03","2017-05-12T11:44Z","Loecke Lab at University of Kansas","GUIL.14.20170512.TCR",,"chloride",8.546,0,"2017-07-17T12:00Z","EBIxItammYfX90jhDTogDw==","OK",,,-1
"44c270da-a49e-48db-bcf9-a34a455bafe1","D04","GUIL","GUIL.AOS.reaeration.station.04","2017-05-12T11:44Z","Loecke Lab at University of Kansas","GUIL.17.20170512.TCR",,"chloride",7.937,0,"2017-07-17T12:00Z","EBIxItammYfX90jhDTogDw==","OK",,,-1
"645a5ec0-3850-41eb-a261-11f928648f02","D04","GUIL","GUIL.AOS.reaeration.station.04","2017-05-12T11:44Z","Loecke Lab at University of Kansas","GUIL.16.20170512.TCR",,"chloride",8.468,0,"2017-07-17T12:00Z","EBIxItammYfX90jhDTogDw==","OK",,,-1
"c5118607-b524-447f-a210-e9971fcd3e0c","D04","GUIL","GUIL.AOS.reaeration.station.04","2017-05-12T11:44Z","Loecke Lab at University of Kansas","GUIL.20.20170512.TCR",,"chloride",5.481,0,"2017-07-17T12:00Z","EBIxItammYfX90jhDTogDw==","OK",,,-1
