uid,domainID,siteID,namedLocation,startDate,stationToInjectionDistance,hoboSampleID
"b3a1e9a6-3bd3-47e8-976b-c64d4fd7d4e8","D12","BLDE","BLDE.AOS.reaeration.station.01","2018-09-25T15:02Z",34.00,"BLDE_S1_20180925"
"5aae65d5-a26e-4378-aa2c-b39fd412eb09","D12","BLDE","BLDE.AOS.reaeration.station.04","2018-09-25T15:02Z",405.00,"BLDE_S4_20180925"
