uid,domainID,siteID,namedLocation,startDate,plateauCollectTime,replicateNumber,syringeID,gasSampleID,saltTracerSampleID,remarks,incompleteExperimentQF
"cefe9dcc-850a-447b-94a5-62294d70bc67","D06","KING","KING.AOS.reaeration.station.01","2015-07-21T15:51Z",,5,"KING.05.20150721","KING.05.20150721.GAS","KING.05.20150721.TCR",,
"24457e58-fb94-4646-87b7-62deb8ef5025","D06","KING","KING.AOS.reaeration.station.03","2015-07-21T15:51Z",,5,"KING.15.20150721","KING.15.20150721.GAS","KING.15.20150721.TCR",,
"6e8cf5d9-eff2-43af-b1ec-efce9f8f4d06","D06","KING","KING.AOS.reaeration.station.03","2015-07-21T15:51Z",,5,"KING.13.20150721","KING.13.20150721.GAS","KING.13.20150721.TCR",,
"9da4918d-7cf4-45e4-a9b9-0dc1afdaed0f","D06","KING","KING.AOS.reaeration.station.02","2015-07-21T15:51Z",,5,"KING.08.20150721","KING.08.20150721.GAS","KING.08.20150721.TCR",,
"80f95c88-a72e-4253-9909-6489a35a046b","D06","KING","KING.AOS.reaeration.station.02","2015-07-21T15:51Z",,5,"KING.06.20150721","KING.06.20150721.GAS","KING.06.20150721.TCR",,
"9ca67e84-c441-4c58-9621-b775099cee06","D06","KING","KING.AOS.reaeration.station.03","2015-07-21T15:51Z",,5,"KING.11.20150721","KING.11.20150721.GAS","KING.11.20150721.TCR",,
"5e3ce87d-c7c0-4872-8c88-4b4a4411d173","D06","KING","KING.AOS.reaeration.station.04","2015-07-21T15:51Z",,5,"KING.16.20150721","KING.16.20150721.GAS","KING.16.20150721.TCR",,
"fd850fd1-b1d8-4578-b491-b829cd5921c0","D06","KING","KING.AOS.reaeration.station.04","2015-07-21T15:51Z",,5,"KING.19.20150721","KING.19.20150721.GAS","KING.19.20150721.TCR",,
"395459b0-0723-41cd-b868-f165056962a4","D06","KING","KING.AOS.reaeration.station.01","2015-07-21T15:51Z",,5,"KING.03.20150721","KING.03.20150721.GAS","KING.03.20150721.TCR",,
"5cec33b0-c053-4c0c-bc3a-2dde096bc0c9","D06","KING","KING.AOS.reaeration.station.02","2015-07-21T15:51Z",,5,"KING.10.20150721","KING.10.20150721.GAS","KING.10.20150721.TCR",,
"a0966d0d-3af6-48bf-a1c2-fae6a062b37e","D06","KING","KING.AOS.reaeration.station.04","2015-07-21T15:51Z",,5,"KING.20.20150721","KING.20.20150721.GAS","KING.20.20150721.TCR",,
"81bef603-f7d6-4fa5-a226-d4988da3d3c4","D06","KING","KING.AOS.reaeration.station.03","2015-07-21T15:51Z",,5,"KING.14.20150721","KING.14.20150721.GAS","KING.14.20150721.TCR",,
