uid,recorduid,domainID,siteID,namedLocation,hoboSampleID,startDate,measurementNumber,dateTimeLogger,lowRangeHobo,fullRangeHobo,waterTemp,fullRangeSpCondLinear,lowRangeSpCondLinear,fullRangeSpCondNonlinear,lowRangeSpCondNonlinear
"f21a276a-4106-4825-9f6c-f568283119ef","7fb3d0e3-a76f-477d-bada-913b180dbadb","D10","ARIK","ARIK.AOS.reaeration.station.02","ARIK_S4_20201215","2020-12-15T23:48Z",6058,"2020-12-16T16:19:30Z",10.00,9.60,0.50,18.04,18.80,17.69,18.42
"31d0d46c-f77f-41c3-a3db-366f38252285","7fb3d0e3-a76f-477d-bada-913b180dbadb","D10","ARIK","ARIK.AOS.reaeration.station.02","ARIK_S4_20201215","2020-12-15T23:48Z",1748,"2020-12-16T04:21:10Z",302.70,302.50,0.07,577.47,577.85,564.78,565.15
"983d7050-f903-495e-9e39-30c9ae5707a9","7fb3d0e3-a76f-477d-bada-913b180dbadb","D10","ARIK","ARIK.AOS.reaeration.station.02","ARIK_S4_20201215","2020-12-15T23:48Z",428,"2020-12-16T00:41:10Z",292.40,292.50,0.32,553.34,553.15,541.89,541.71
"fa3380d7-8357-4c29-b974-6096b9978cb4","7fb3d0e3-a76f-477d-bada-913b180dbadb","D10","ARIK","ARIK.AOS.reaeration.station.02","ARIK_S4_20201215","2020-12-15T23:48Z",4159,"2020-12-16T11:03:00Z",304.50,303.60,0.07,579.57,581.29,566.83,568.51
"00ef6263-231c-4a12-9297-85dee3a6baff","7fb3d0e3-a76f-477d-bada-913b180dbadb","D10","ARIK","ARIK.AOS.reaeration.station.02","ARIK_S4_20201215","2020-12-15T23:48Z",1203,"2020-12-16T02:50:20Z",302.00,301.70,0.07,575.94,576.52,563.28,563.84
"a9ec9ee7-a282-400d-a9a6-dfa54e18416c","7fb3d0e3-a76f-477d-bada-913b180dbadb","D10","ARIK","ARIK.AOS.reaeration.station.02","ARIK_S4_20201215","2020-12-15T23:48Z",5661,"2020-12-16T15:13:20Z",308.50,308.20,0.15,586.64,587.21,573.99,574.55
"877fa098-f50c-4b3d-888e-5329962754c5","7fb3d0e3-a76f-477d-bada-913b180dbadb","D10","ARIK","ARIK.AOS.reaeration.station.02","ARIK_S4_20201215","2020-12-15T23:48Z",5004,"2020-12-16T13:23:50Z",306.40,305.90,0.04,584.60,585.56,571.66,572.59
"76a3d0a1-d9c2-43f8-8c72-7ac1156dcbc5","7fb3d0e3-a76f-477d-bada-913b180dbadb","D10","ARIK","ARIK.AOS.reaeration.station.02","ARIK_S4_20201215","2020-12-15T23:48Z",1564,"2020-12-16T03:50:30Z",302.60,302.50,0.08,577.26,577.45,564.60,564.79
"ddcb9d7a-4af6-4ae1-815d-9cbe33aeb406","7fb3d0e3-a76f-477d-bada-913b180dbadb","D10","ARIK","ARIK.AOS.reaeration.station.02","ARIK_S4_20201215","2020-12-15T23:48Z",1800,"2020-12-16T04:29:50Z",302.70,302.80,0.08,577.83,577.64,565.16,564.97
"bd5929a8-613f-41c4-9bb1-e15a519e5d11","7fb3d0e3-a76f-477d-bada-913b180dbadb","D10","ARIK","ARIK.AOS.reaeration.station.02","ARIK_S4_20201215","2020-12-15T23:48Z",2080,"2020-12-16T05:16:30Z",302.80,302.80,0.08,577.83,577.83,565.16,565.16
"56e22b29-c180-4716-8b5a-34615df26522","7fb3d0e3-a76f-477d-bada-913b180dbadb","D10","ARIK","ARIK.AOS.reaeration.station.02","ARIK_S4_20201215","2020-12-15T23:48Z",3723,"2020-12-16T09:50:20Z",303.60,303.20,0.05,579.23,579.99,566.43,567.18
"afc797dd-97a8-4643-a297-ba5527518d1d","7fb3d0e3-a76f-477d-bada-913b180dbadb","D10","ARIK","ARIK.AOS.reaeration.station.02","ARIK_S4_20201215","2020-12-15T23:48Z",4675,"2020-12-16T12:29:00Z",305.80,305.10,0.05,582.86,584.20,569.98,571.29
"0f920bc1-dbd8-42c7-b2ab-fda5eb7a0c41","7fb3d0e3-a76f-477d-bada-913b180dbadb","D10","ARIK","ARIK.AOS.reaeration.station.02","ARIK_S4_20201215","2020-12-15T23:48Z",4366,"2020-12-16T11:37:30Z",305.00,304.80,0.05,582.29,582.67,569.42,569.80
"3a30a0d1-e91f-4dd5-b9b1-c1f594b3a1bc","7fb3d0e3-a76f-477d-bada-913b180dbadb","D10","ARIK","ARIK.AOS.reaeration.station.02","ARIK_S4_20201215","2020-12-15T23:48Z",3573,"2020-12-16T09:25:20Z",303.40,302.90,0.05,578.66,579.61,565.87,566.81
