uid,domainID,siteID,namedLocation,startDate,stationToInjectionDistance,hoboSampleID
"646d83be-35a2-4e99-8240-2b4029d3238f","D01","HOPB","HOPB.AOS.reaeration.station.01","2019-11-06T14:46Z",28.00,"HOPB_S1_20191106"
"a90f254f-1067-4dea-82ee-95d0ce07a9c3","D01","HOPB","HOPB.AOS.reaeration.station.04","2019-11-06T14:46Z",295.00,"HOPB_S4_20191106"
