uid,recorduid,domainID,siteID,namedLocation,hoboSampleID,startDate,measurementNumber,dateTimeLogger,lowRangeHobo,fullRangeHobo,waterTemp,fullRangeSpCondLinear,lowRangeSpCondLinear,fullRangeSpCondNonlinear,lowRangeSpCondNonlinear
"b77b60e7-50f8-4e61-8023-0e8cfadb90e9","d2608075-e94f-4e25-b20a-2d7e67278ac2","D04","GUIL","GUIL.AOS.reaeration.station.04","GUIL_S4_20220322","2022-03-22T13:18Z",141,"2022-03-22T12:53:20Z",209.60,209.00,19.35,234.28,234.96,235.61,236.29
"9180fc6d-283d-4afb-825e-55c29b8a533d","d2608075-e94f-4e25-b20a-2d7e67278ac2","D04","GUIL","GUIL.AOS.reaeration.station.04","GUIL_S4_20220322","2022-03-22T13:18Z",1632,"2022-03-22T17:01:50Z",216.30,216.00,21.41,231.90,232.22,232.81,233.13
"96f9ebbc-38ea-441c-8778-55798efcccfb","d2608075-e94f-4e25-b20a-2d7e67278ac2","D04","GUIL","GUIL.AOS.reaeration.station.04","GUIL_S4_20220322","2022-03-22T13:18Z",2135,"2022-03-22T18:25:40Z",8.30,6.90,24.37,6.98,8.40,6.99,8.41
"70b2eaa7-0910-4b3b-8e57-7b40bc68bb07","d2608075-e94f-4e25-b20a-2d7e67278ac2","D04","GUIL","GUIL.AOS.reaeration.station.04","GUIL_S4_20220322","2022-03-22T13:18Z",966,"2022-03-22T15:10:50Z",220.00,219.80,20.54,240.27,240.49,241.40,241.62
"67da3afc-d4ed-4852-84ca-58f6c711d8b1","d2608075-e94f-4e25-b20a-2d7e67278ac2","D04","GUIL","GUIL.AOS.reaeration.station.04","GUIL_S4_20220322","2022-03-22T13:18Z",1646,"2022-03-22T17:04:10Z",101.60,102.70,21.34,110.42,109.24,110.86,109.67
"2e909c7c-31b9-4e23-b082-ee73e9a5aa52","d2608075-e94f-4e25-b20a-2d7e67278ac2","D04","GUIL","GUIL.AOS.reaeration.station.04","GUIL_S4_20220322","2022-03-22T13:18Z",2297,"2022-03-22T18:52:40Z",8.30,6.90,24.61,6.95,8.36,6.96,8.37
"ec7ca38b-206e-4034-ae54-7ee94da0382d","d2608075-e94f-4e25-b20a-2d7e67278ac2","D04","GUIL","GUIL.AOS.reaeration.station.04","GUIL_S4_20220322","2022-03-22T13:18Z",624,"2022-03-22T14:13:50Z",212.40,212.00,20.08,233.99,234.43,235.18,235.62
"96188fc0-4da3-46c3-b2e0-3cf184d361f1","d2608075-e94f-4e25-b20a-2d7e67278ac2","D04","GUIL","GUIL.AOS.reaeration.station.04","GUIL_S4_20220322","2022-03-22T13:18Z",865,"2022-03-22T14:54:00Z",212.90,212.70,20.37,233.33,233.55,234.47,234.69
"26adb20d-6d9e-4e8a-a0b4-7cbc26ff2b73","d2608075-e94f-4e25-b20a-2d7e67278ac2","D04","GUIL","GUIL.AOS.reaeration.station.04","GUIL_S4_20220322","2022-03-22T13:18Z",1973,"2022-03-22T17:58:40Z",8.00,6.50,24.22,6.60,8.12,6.60,8.13
"2e94bdff-00c2-49f1-98d8-dc2cf0c0fc18","d2608075-e94f-4e25-b20a-2d7e67278ac2","D04","GUIL","GUIL.AOS.reaeration.station.04","GUIL_S4_20220322","2022-03-22T13:18Z",2186,"2022-03-22T18:34:10Z",8.30,6.90,24.44,6.97,8.39,6.98,8.40
