uid,domainID,siteID,namedLocation,collectDate,measuringMethod,widthMeasurementNumber,wettedWidth,remarks
"f763d0ee-4b08-47b1-a881-16aeace009ad","D15","REDB","REDB","2016-06-02T18:00Z",,20,1.90,"start time: 13:50; end time: 15:17"
"0fa75437-653b-46a1-81a8-dea8bb295619","D15","REDB","REDB","2016-06-02T18:00Z",,5,2.19,"start time: 13:50; end time: 15:17"
"848f71e5-e287-4eeb-a8c4-f04253a84e86","D15","REDB","REDB","2016-06-02T18:00Z",,18,1.82,"start time: 13:50; end time: 15:17"
"b3d40182-434f-4f5a-ae5f-f83bfaba553c","D15","REDB","REDB","2016-06-02T18:00Z",,7,2.55,"start time: 13:50; end time: 15:17"
"0770cb0d-a06e-436d-9cb8-cf170be740f7","D15","REDB","REDB","2016-06-02T18:00Z",,14,3.04,"start time: 13:50; end time: 15:17"
"4efe81cb-c514-4ec1-9ddb-a95b4687673d","D15","REDB","REDB","2016-06-02T18:00Z",,2,2.49,"start time: 13:50; end time: 15:17"
"d9827ca8-aa17-44aa-a1bb-e9edbb188096","D15","REDB","REDB","2016-06-02T18:00Z",,10,3.20,"start time: 13:50; end time: 15:17"
"6112ffce-8fe1-4de6-94bc-9f1e221f3f9e","D15","REDB","REDB","2016-06-02T18:00Z",,30,2.56,"start time: 13:50; end time: 15:17"
"94b2dff0-ef4e-4544-afd5-ac2ee0716aa2","D15","REDB","REDB","2016-06-02T18:00Z",,28,3.92,"start time: 13:50; end time: 15:17"
"d0e831a4-f550-42d2-a87a-56f4a19b7a07","D15","REDB","REDB","2016-06-02T18:00Z",,27,6.64,"start time: 13:50; end time: 15:17"
"506b838d-d0fe-445d-9db7-dd82db1c7af8","D15","REDB","REDB","2016-06-02T18:00Z",,15,2.45,"start time: 13:50; end time: 15:17"
"bd8aa3ae-e704-49e2-a09c-a9da9e946e2b","D15","REDB","REDB","2016-06-02T18:00Z",,25,2.30,"start time: 13:50; end time: 15:17"
"54b8e5c2-7e75-44c7-aa05-09d4d09b7783","D15","REDB","REDB","2016-06-02T18:00Z",,3,2.03,"start time: 13:50; end time: 15:17"
"4a079469-89bc-4da0-9413-53f7a2340ef3","D15","REDB","REDB","2016-06-02T18:00Z",,13,2.68,"start time: 13:50; end time: 15:17"
"8c3f9466-0871-47e5-bbfa-0d1c0627be00","D15","REDB","REDB","2016-06-02T18:00Z",,24,5.83,"start time: 13:50; end time: 15:17"
"c5f5b56d-104d-4bee-aae4-fc2bc2a5c3df","D15","REDB","REDB","2016-06-02T18:00Z",,6,2.49,"start time: 13:50; end time: 15:17"
"c2c32449-f154-4f2a-a0dc-5c1b999f297d","D15","REDB","REDB","2016-06-02T18:00Z",,1,2.74,"start time: 13:50; end time: 15:17"
"a513cb51-1e69-45a5-bb72-9babe380dd2f","D15","REDB","REDB","2016-06-02T18:00Z",,16,3.12,"start time: 13:50; end time: 15:17"
"c248eb3e-71a9-4018-b025-88cab00ad176","D15","REDB","REDB","2016-06-02T18:00Z",,11,1.95,"start time: 13:50; end time: 15:17"
"086cd9f0-e97b-4b57-bf8f-ec3a393f6f5a","D15","REDB","REDB","2016-06-02T18:00Z",,4,2.00,"start time: 13:50; end time: 15:17"
"2ddb141f-35f8-4346-a129-68fec05a99c1","D15","REDB","REDB","2016-06-02T18:00Z",,21,2.15,"start time: 13:50; end time: 15:17"
"d5095674-50d2-475e-82ef-0bc39b4b1966","D15","REDB","REDB","2016-06-02T18:00Z",,23,3.85,"start time: 13:50; end time: 15:17"
"8e029722-7b15-4f27-97fb-0b79b6fd6bdc","D15","REDB","REDB","2016-06-02T18:00Z",,12,2.10,"start time: 13:50; end time: 15:17"
"894d9ad1-0fcb-4878-86bc-338e0fe0914c","D15","REDB","REDB","2016-06-02T18:00Z",,17,2.06,"start time: 13:50; end time: 15:17"
"86ee42ec-1a5d-494c-88dc-e5015e38fee0","D15","REDB","REDB","2016-06-02T18:00Z",,19,2.64,"start time: 13:50; end time: 15:17"
"6414a6a0-2d85-4dae-a5e4-f720060541ac","D15","REDB","REDB","2016-06-02T18:00Z",,29,3.30,"start time: 13:50; end time: 15:17"
"a694402e-b990-440e-aa39-d04465ef6cfa","D15","REDB","REDB","2016-06-02T18:00Z",,8,3.50,"start time: 13:50; end time: 15:17"
"f545c830-d1ae-4ac4-8d91-7d3510185c2b","D15","REDB","REDB","2016-06-02T18:00Z",,22,3.35,"start time: 13:50; end time: 15:17"
"4f73e153-6e2a-4be3-bc21-4bbf0a9dc581","D15","REDB","REDB","2016-06-02T18:00Z",,26,2.93,"start time: 13:50; end time: 15:17"
"51ddf5dd-7d84-46e4-b565-53c26f0d1e47","D15","REDB","REDB","2016-06-02T18:00Z",,9,2.53,"start time: 13:50; end time: 15:17"
