reach_id,site_id,date,reach,pass,taxonID,total_fish,month,year,year_month,measured_reach_length,n,mean_wetted_width_m,sd_wetted_width_m
CUPE.20170213.03,CUPE,2017-02-13,03,3,POERET,6,2,2017,2017_2,100,1,4.872858333333333,1.6330653176997496
CUPE.20170214.04,CUPE,2017-02-14,04,1,AGOMON,8,2,2017,2017_2,116,1,4.872858333333333,1.6330653176997496
CUPE.20170214.04,CUPE,2017-02-14,04,1,POERET,14,2,2017,2017_2,116,1,4.872858333333333,1.6330653176997496
CUPE.20170214.04,CUPE,2017-02-14,04,1,SICPUN,8,2,2017,2017_2,116,1,4.872858333333333,1.6330653176997496
CUPE.20170214.05,CUPE,2017-02-14,05,1,AGOMON,4,2,2017,2017_2,104,1,4.872858333333333,1.6330653176997496
CUPE.20170214.05,CUPE,2017-02-14,05,1,POERET,10,2,2017,2017_2,104,1,4.872858333333333,1.6330653176997496
CUPE.20170214.05,CUPE,2017-02-14,05,1,SICPUN,10,2,2017,2017_2,104,1,4.872858333333333,1.6330653176997496
CUPE.20170215.06,CUPE,2017-02-15,06,1,AGOMON,4,2,2017,2017_2,100,1,4.872858333333333,1.6330653176997496
CUPE.20170215.06,CUPE,2017-02-15,06,1,POERET,32,2,2017,2017_2,100,1,4.872858333333333,1.6330653176997496
CUPE.20170215.06,CUPE,2017-02-15,06,1,SICPUN,2,2,2017,2017_2,100,1,4.872858333333333,1.6330653176997496
CUPE.20170215.06,CUPE,2017-02-15,06,2,AGOMON,2,2,2017,2017_2,100,1,4.872858333333333,1.6330653176997496
CUPE.20170215.06,CUPE,2017-02-15,06,2,POERET,16,2,2017,2017_2,100,1,4.872858333333333,1.6330653176997496
CUPE.20170215.06,CUPE,2017-02-15,06,2,SICPUN,4,2,2017,2017_2,100,1,4.872858333333333,1.6330653176997496
CUPE.20170215.06,CUPE,2017-02-15,06,3,AGOMON,2,2,2017,2017_2,100,1,4.872858333333333,1.6330653176997496
CUPE.20170215.06,CUPE,2017-02-15,06,3,SICPUN,2,2,2017,2017_2,100,1,4.872858333333333,1.6330653176997496
CUPE.20170216.08,CUPE,2017-02-16,08,1,AGOMON,6,2,2017,2017_2,81,1,4.872858333333333,1.6330653176997496
CUPE.20170216.08,CUPE,2017-02-16,08,1,SICPUN,2,2,2017,2017_2,81,1,4.872858333333333,1.6330653176997496
CUPE.20170216.08,CUPE,2017-02-16,08,2,AGOMON,4,2,2017,2017_2,81,1,4.872858333333333,1.6330653176997496
CUPE.20170216.08,CUPE,2017-02-16,08,2,SICPUN,10,2,2017,2017_2,81,1,4.872858333333333,1.6330653176997496
CUPE.20170216.08,CUPE,2017-02-16,08,3,SICPUN,2,2,2017,2017_2,81,1,4.872858333333333,1.6330653176997496
CUPE.20170217.10,CUPE,2017-02-17,10,1,AGOMON,12,2,2017,2017_2,91,1,4.872858333333333,1.6330653176997496
CUPE.20170217.10,CUPE,2017-02-17,10,1,ANGROS,2,2,2017,2017_2,91,1,4.872858333333333,1.6330653176997496
CUPE.20170217.10,CUPE,2017-02-17,10,1,SICPUN,4,2,2017,2017_2,91,1,4.872858333333333,1.6330653176997496
CUPE.20171211.03,CUPE,2017-12-11,03,1,AGOMON,2,12,2017,2017_12,100,1,4.872858333333333,1.6330653176997496
CUPE.20171211.03,CUPE,2017-12-11,03,1,SICPLU,2,12,2017,2017_12,100,1,4.872858333333333,1.6330653176997496
CUPE.20171211.03,CUPE,2017-12-11,03,1,SICPUN,1,12,2017,2017_12,100,1,4.872858333333333,1.6330653176997496
CUPE.20171211.03,CUPE,2017-12-11,03,2,AGOMON,1,12,2017,2017_12,100,1,4.872858333333333,1.6330653176997496
CUPE.20171211.03,CUPE,2017-12-11,03,3,AGOMON,2,12,2017,2017_12,100,1,4.872858333333333,1.6330653176997496
CUPE.20171211.04,CUPE,2017-12-11,04,1,AGOMON,2,12,2017,2017_12,116,1,4.872858333333333,1.6330653176997496
CUPE.20171211.04,CUPE,2017-12-11,04,1,SICPLU,2,12,2017,2017_12,116,1,4.872858333333333,1.6330653176997496
CUPE.20171212.05,CUPE,2017-12-12,05,1,AGOMON,4,12,2017,2017_12,104,1,4.872858333333333,1.6330653176997496
CUPE.20171212.05,CUPE,2017-12-12,05,1,SICPUN,1,12,2017,2017_12,104,1,4.872858333333333,1.6330653176997496
CUPE.20171212.06,CUPE,2017-12-12,06,1,AGOMON,2,12,2017,2017_12,100,1,4.872858333333333,1.6330653176997496
CUPE.20171212.06,CUPE,2017-12-12,06,1,SICPLU,2,12,2017,2017_12,100,1,4.872858333333333,1.6330653176997496
CUPE.20171212.06,CUPE,2017-12-12,06,1,SICPUN,2,12,2017,2017_12,100,1,4.872858333333333,1.6330653176997496
CUPE.20171212.06,CUPE,2017-12-12,06,2,AGOMON,2,12,2017,2017_12,100,1,4.872858333333333,1.6330653176997496
CUPE.20171212.06,CUPE,2017-12-12,06,2,SICPLU,1,12,2017,2017_12,100,1,4.872858333333333,1.6330653176997496
CUPE.20171212.06,CUPE,2017-12-12,06,3,AGOMON,1,12,2017,2017_12,100,1,4.872858333333333,1.6330653176997496
CUPE.20171212.06,CUPE,2017-12-12,06,3,SICPLU,1,12,2017,2017_12,100,1,4.872858333333333,1.6330653176997496
CUPE.20171213.08,CUPE,2017-12-13,08,1,AGOMON,4,12,2017,2017_12,81,1,4.872858333333333,1.6330653176997496
CUPE.20171213.08,CUPE,2017-12-13,08,1,SICPLU,1,12,2017,2017_12,81,1,4.872858333333333,1.6330653176997496
CUPE.20171213.08,CUPE,2017-12-13,08,2,AGOMON,2,12,2017,2017_12,81,1,4.872858333333333,1.6330653176997496
CUPE.20171213.08,CUPE,2017-12-13,08,2,SICPLU,2,12,2017,2017_12,81,1,4.872858333333333,1.6330653176997496
CUPE.20171213.08,CUPE,2017-12-13,08,3,SICPLU,2,12,2017,2017_12,81,1,4.872858333333333,1.6330653176997496
CUPE.20171214.10,CUPE,2017-12-14,10,1,AGOMON,2,12,2017,2017_12,91,1,4.872858333333333,1.6330653176997496
CUPE.20171214.10,CUPE,2017-12-14,10,1,AWABAN,1,12,2017,2017_12,91,1,4.872858333333333,1.6330653176997496
CUPE.20171214.10,CUPE,2017-12-14,10,1,SICPLU,1,12,2017,2017_12,91,1,4.872858333333333,1.6330653176997496
CUPE.20171214.10,CUPE,2017-12-14,10,1,SICPUN,1,12,2017,2017_12,91,1,4.872858333333333,1.6330653176997496
CUPE.20180212.01,CUPE,2018-02-12,01,1,AGOMON,4,2,2018,2018_2,100,1,4.872858333333333,1.6330653176997496
CUPE.20180212.01,CUPE,2018-02-12,01,1,AWABAN,1,2,2018,2018_2,100,1,4.872858333333333,1.6330653176997496
CUPE.20180212.01,CUPE,2018-02-12,01,1,SICPLU,3,2,2018,2018_2,100,1,4.872858333333333,1.6330653176997496
CUPE.20180212.02,CUPE,2018-02-12,02,1,AGOMON,2,2,2018,2018_2,118,1,4.872858333333333,1.6330653176997496
CUPE.20180212.02,CUPE,2018-02-12,02,1,ANGROS,1,2,2018,2018_2,118,1,4.872858333333333,1.6330653176997496
CUPE.20180212.02,CUPE,2018-02-12,02,1,GOBSP3,1,2,2018,2018_2,118,1,4.872858333333333,1.6330653176997496
CUPE.20180213.03,CUPE,2018-02-13,03,1,AGOMON,2,2,2018,2018_2,100,1,4.872858333333333,1.6330653176997496
CUPE.20180213.03,CUPE,2018-02-13,03,1,SICPUN,2,2,2018,2018_2,100,1,4.872858333333333,1.6330653176997496
CUPE.20180213.03,CUPE,2018-02-13,03,2,AGOMON,1,2,2018,2018_2,100,1,4.872858333333333,1.6330653176997496
CUPE.20180214.06,CUPE,2018-02-14,06,3,AGOMON,2,2,2018,2018_2,100,1,4.872858333333333,1.6330653176997496
CUPE.20180214.07,CUPE,2018-02-14,07,1,AGOMON,5,2,2018,2018_2,104,1,4.872858333333333,1.6330653176997496
CUPE.20180214.07,CUPE,2018-02-14,07,1,SICPUN,2,2,2018,2018_2,104,1,4.872858333333333,1.6330653176997496
CUPE.20180215.08,CUPE,2018-02-15,08,1,AGOMON,2,2,2018,2018_2,81,1,4.872858333333333,1.6330653176997496
CUPE.20180215.08,CUPE,2018-02-15,08,1,SICSPP1,1,2,2018,2018_2,81,1,4.872858333333333,1.6330653176997496
CUPE.20180215.08,CUPE,2018-02-15,08,2,AGOMON,2,2,2018,2018_2,81,1,4.872858333333333,1.6330653176997496
CUPE.20180215.08,CUPE,2018-02-15,08,2,SICSPP1,2,2,2018,2018_2,81,1,4.872858333333333,1.6330653176997496
CUPE.20180215.08,CUPE,2018-02-15,08,3,AGOMON,1,2,2018,2018_2,81,1,4.872858333333333,1.6330653176997496
CUPE.20181126.01,CUPE,2018-11-26,01,1,AGOMON,2,11,2018,2018_11,100,1,4.872858333333333,1.6330653176997496
CUPE.20181126.01,CUPE,2018-11-26,01,1,POERET,4,11,2018,2018_11,100,1,4.872858333333333,1.6330653176997496
CUPE.20181126.01,CUPE,2018-11-26,01,1,SICPLU,2,11,2018,2018_11,100,1,4.872858333333333,1.6330653176997496
CUPE.20181126.01,CUPE,2018-11-26,01,1,SICPUN,1,11,2018,2018_11,100,1,4.872858333333333,1.6330653176997496
CUPE.20181126.02,CUPE,2018-11-26,02,1,AGOMON,4,11,2018,2018_11,118,1,4.872858333333333,1.6330653176997496
CUPE.20181126.02,CUPE,2018-11-26,02,1,POERET,6,11,2018,2018_11,118,1,4.872858333333333,1.6330653176997496
CUPE.20181126.02,CUPE,2018-11-26,02,1,SICPLU,2,11,2018,2018_11,118,1,4.872858333333333,1.6330653176997496
CUPE.20181127.03,CUPE,2018-11-27,03,1,AGOMON,3,11,2018,2018_11,100,1,4.872858333333333,1.6330653176997496
CUPE.20181127.03,CUPE,2018-11-27,03,1,AWABAN,1,11,2018,2018_11,100,1,4.872858333333333,1.6330653176997496
CUPE.20181127.03,CUPE,2018-11-27,03,1,SICPLU,2,11,2018,2018_11,100,1,4.872858333333333,1.6330653176997496
CUPE.20181127.03,CUPE,2018-11-27,03,1,SICPUN,1,11,2018,2018_11,100,1,4.872858333333333,1.6330653176997496
CUPE.20181127.03,CUPE,2018-11-27,03,2,AGOMON,1,11,2018,2018_11,100,1,4.872858333333333,1.6330653176997496
CUPE.20181127.03,CUPE,2018-11-27,03,2,POERET,1,11,2018,2018_11,100,1,4.872858333333333,1.6330653176997496
CUPE.20181127.03,CUPE,2018-11-27,03,2,SICPLU,1,11,2018,2018_11,100,1,4.872858333333333,1.6330653176997496
CUPE.20181127.03,CUPE,2018-11-27,03,3,POERET,3,11,2018,2018_11,100,1,4.872858333333333,1.6330653176997496
CUPE.20181128.06,CUPE,2018-11-28,06,1,AGOMON,2,11,2018,2018_11,100,1,4.872858333333333,1.6330653176997496
CUPE.20181128.06,CUPE,2018-11-28,06,1,POERET,1,11,2018,2018_11,100,1,4.872858333333333,1.6330653176997496
CUPE.20181128.06,CUPE,2018-11-28,06,1,SICPLU,3,11,2018,2018_11,100,1,4.872858333333333,1.6330653176997496
CUPE.20181128.06,CUPE,2018-11-28,06,2,AGOMON,1,11,2018,2018_11,100,1,4.872858333333333,1.6330653176997496
CUPE.20181128.06,CUPE,2018-11-28,06,2,POERET,2,11,2018,2018_11,100,1,4.872858333333333,1.6330653176997496
CUPE.20181128.06,CUPE,2018-11-28,06,3,AGOMON,3,11,2018,2018_11,100,1,4.872858333333333,1.6330653176997496
CUPE.20181128.06,CUPE,2018-11-28,06,3,POERET,2,11,2018,2018_11,100,1,4.872858333333333,1.6330653176997496
CUPE.20181128.07,CUPE,2018-11-28,07,1,AGOMON,2,11,2018,2018_11,104,1,4.872858333333333,1.6330653176997496
CUPE.20181128.07,CUPE,2018-11-28,07,1,POERET,2,11,2018,2018_11,104,1,4.872858333333333,1.6330653176997496
CUPE.20181128.07,CUPE,2018-11-28,07,1,SICPLU,4,11,2018,2018_11,104,1,4.872858333333333,1.6330653176997496
CUPE.20181129.08,CUPE,2018-11-29,08,1,AGOMON,5,11,2018,2018_11,81,1,4.872858333333333,1.6330653176997496
CUPE.20181129.08,CUPE,2018-11-29,08,1,SICPLU,3,11,2018,2018_11,81,1,4.872858333333333,1.6330653176997496
CUPE.20181129.08,CUPE,2018-11-29,08,2,AGOMON,1,11,2018,2018_11,81,1,4.872858333333333,1.6330653176997496
CUPE.20181129.08,CUPE,2018-11-29,08,2,SICPLU,3,11,2018,2018_11,81,1,4.872858333333333,1.6330653176997496
CUPE.20181129.08,CUPE,2018-11-29,08,3,AGOMON,2,11,2018,2018_11,81,1,4.872858333333333,1.6330653176997496
CUPE.20190204.03,CUPE,2019-02-04,03,1,AGOMON,5,2,2019,2019_2,100,1,4.872858333333333,1.6330653176997496
CUPE.20190204.03,CUPE,2019-02-04,03,1,POERET,12,2,2019,2019_2,100,1,4.872858333333333,1.6330653176997496
CUPE.20190204.03,CUPE,2019-02-04,03,1,SICPUN,1,2,2019,2019_2,100,1,4.872858333333333,1.6330653176997496
CUPE.20190204.03,CUPE,2019-02-04,03,2,AGOMON,2,2,2019,2019_2,100,1,4.872858333333333,1.6330653176997496
CUPE.20190204.03,CUPE,2019-02-04,03,2,POERET,5,2,2019,2019_2,100,1,4.872858333333333,1.6330653176997496
CUPE.20190204.03,CUPE,2019-02-04,03,2,SICPUN,2,2,2019,2019_2,100,1,4.872858333333333,1.6330653176997496
CUPE.20190204.03,CUPE,2019-02-04,03,3,AGOMON,1,2,2019,2019_2,100,1,4.872858333333333,1.6330653176997496
CUPE.20190204.03,CUPE,2019-02-04,03,3,ANGROS,1,2,2019,2019_2,100,1,4.872858333333333,1.6330653176997496
CUPE.20190204.03,CUPE,2019-02-04,03,3,POERET,1,2,2019,2019_2,100,1,4.872858333333333,1.6330653176997496
CUPE.20190205.05,CUPE,2019-02-05,05,1,AGOMON,5,2,2019,2019_2,104,1,4.872858333333333,1.6330653176997496
CUPE.20190205.05,CUPE,2019-02-05,05,1,POERET,3,2,2019,2019_2,104,1,4.872858333333333,1.6330653176997496
CUPE.20190205.05,CUPE,2019-02-05,05,1,SICPLU,1,2,2019,2019_2,104,1,4.872858333333333,1.6330653176997496
CUPE.20190205.05,CUPE,2019-02-05,05,1,SICPUN,2,2,2019,2019_2,104,1,4.872858333333333,1.6330653176997496
CUPE.20190205.06,CUPE,2019-02-05,06,1,AGOMON,1,2,2019,2019_2,100,1,4.872858333333333,1.6330653176997496
CUPE.20190205.06,CUPE,2019-02-05,06,1,POERET,24,2,2019,2019_2,100,1,4.872858333333333,1.6330653176997496
CUPE.20190205.06,CUPE,2019-02-05,06,1,SICPUN,1,2,2019,2019_2,100,1,4.872858333333333,1.6330653176997496
CUPE.20190205.06,CUPE,2019-02-05,06,2,AGOMON,1,2,2019,2019_2,100,1,4.872858333333333,1.6330653176997496
CUPE.20190205.06,CUPE,2019-02-05,06,2,POERET,19,2,2019,2019_2,100,1,4.872858333333333,1.6330653176997496
CUPE.20190205.06,CUPE,2019-02-05,06,3,POERET,5,2,2019,2019_2,100,1,4.872858333333333,1.6330653176997496
CUPE.20190206.08,CUPE,2019-02-06,08,1,AGOMON,4,2,2019,2019_2,81,1,4.872858333333333,1.6330653176997496
CUPE.20190206.08,CUPE,2019-02-06,08,1,SICPUN,1,2,2019,2019_2,81,1,4.872858333333333,1.6330653176997496
CUPE.20190207.09,CUPE,2019-02-07,09,1,AGOMON,4,2,2019,2019_2,86,1,4.872858333333333,1.6330653176997496
CUPE.20190207.09,CUPE,2019-02-07,09,1,SICPUN,3,2,2019,2019_2,86,1,4.872858333333333,1.6330653176997496
CUPE.20190207.10,CUPE,2019-02-07,10,1,AGOMON,4,2,2019,2019_2,91,1,4.872858333333333,1.6330653176997496
CUPE.20190207.10,CUPE,2019-02-07,10,1,ANGROS,1,2,2019,2019_2,91,1,4.872858333333333,1.6330653176997496
CUPE.20190207.10,CUPE,2019-02-07,10,1,SICPLU,2,2,2019,2019_2,91,1,4.872858333333333,1.6330653176997496
CUPE.20190207.10,CUPE,2019-02-07,10,1,SICPUN,2,2,2019,2019_2,91,1,4.872858333333333,1.6330653176997496
CUPE.20191202.03,CUPE,2019-12-02,03,1,POERET,14,12,2019,2019_12,100,1,4.872858333333333,1.6330653176997496
CUPE.20191202.03,CUPE,2019-12-02,03,2,AGOMON,1,12,2019,2019_12,100,1,4.872858333333333,1.6330653176997496
CUPE.20191202.03,CUPE,2019-12-02,03,2,POERET,6,12,2019,2019_12,100,1,4.872858333333333,1.6330653176997496
CUPE.20191202.03,CUPE,2019-12-02,03,2,SICSPP1,1,12,2019,2019_12,100,1,4.872858333333333,1.6330653176997496
CUPE.20191202.03,CUPE,2019-12-02,03,3,AGOMON,1,12,2019,2019_12,100,1,4.872858333333333,1.6330653176997496
CUPE.20191202.03,CUPE,2019-12-02,03,3,POERET,1,12,2019,2019_12,100,1,4.872858333333333,1.6330653176997496
CUPE.20191202.03,CUPE,2019-12-02,03,3,SICPUN,1,12,2019,2019_12,100,1,4.872858333333333,1.6330653176997496
CUPE.20191202.03,CUPE,2019-12-02,03,3,SICSPP1,1,12,2019,2019_12,100,1,4.872858333333333,1.6330653176997496
CUPE.20191203.05,CUPE,2019-12-03,05,1,AGOMON,1,12,2019,2019_12,104,1,4.872858333333333,1.6330653176997496
CUPE.20191203.05,CUPE,2019-12-03,05,1,POERET,3,12,2019,2019_12,104,1,4.872858333333333,1.6330653176997496
CUPE.20191203.05,CUPE,2019-12-03,05,1,SICPLU,1,12,2019,2019_12,104,1,4.872858333333333,1.6330653176997496
CUPE.20191203.05,CUPE,2019-12-03,05,1,SICPUN,2,12,2019,2019_12,104,1,4.872858333333333,1.6330653176997496
CUPE.20191203.05,CUPE,2019-12-03,05,1,SICSPP1,2,12,2019,2019_12,104,1,4.872858333333333,1.6330653176997496
CUPE.20191203.06,CUPE,2019-12-03,06,1,AGOMON,1,12,2019,2019_12,100,1,4.872858333333333,1.6330653176997496
CUPE.20191203.06,CUPE,2019-12-03,06,1,POERET,18,12,2019,2019_12,100,1,4.872858333333333,1.6330653176997496
CUPE.20191203.06,CUPE,2019-12-03,06,1,SICPUN,1,12,2019,2019_12,100,1,4.872858333333333,1.6330653176997496
CUPE.20191203.06,CUPE,2019-12-03,06,2,AGOMON,1,12,2019,2019_12,100,1,4.872858333333333,1.6330653176997496
CUPE.20191203.06,CUPE,2019-12-03,06,2,POERET,22,12,2019,2019_12,100,1,4.872858333333333,1.6330653176997496
CUPE.20191203.06,CUPE,2019-12-03,06,2,SICPLU,1,12,2019,2019_12,100,1,4.872858333333333,1.6330653176997496
CUPE.20191203.06,CUPE,2019-12-03,06,2,SICPUN,1,12,2019,2019_12,100,1,4.872858333333333,1.6330653176997496
CUPE.20191203.06,CUPE,2019-12-03,06,3,POERET,18,12,2019,2019_12,100,1,4.872858333333333,1.6330653176997496
CUPE.20191203.06,CUPE,2019-12-03,06,3,SICPUN,1,12,2019,2019_12,100,1,4.872858333333333,1.6330653176997496
CUPE.20191204.08,CUPE,2019-12-04,08,1,AGOMON,2,12,2019,2019_12,81,1,4.872858333333333,1.6330653176997496
CUPE.20191204.08,CUPE,2019-12-04,08,1,POERET,1,12,2019,2019_12,81,1,4.872858333333333,1.6330653176997496
CUPE.20191204.08,CUPE,2019-12-04,08,1,SICSPP1,1,12,2019,2019_12,81,1,4.872858333333333,1.6330653176997496
CUPE.20191204.08,CUPE,2019-12-04,08,2,AGOMON,1,12,2019,2019_12,81,1,4.872858333333333,1.6330653176997496
CUPE.20191204.08,CUPE,2019-12-04,08,2,POERET,1,12,2019,2019_12,81,1,4.872858333333333,1.6330653176997496
CUPE.20191204.08,CUPE,2019-12-04,08,2,SICPLU,1,12,2019,2019_12,81,1,4.872858333333333,1.6330653176997496
CUPE.20191204.08,CUPE,2019-12-04,08,3,AGOMON,2,12,2019,2019_12,81,1,4.872858333333333,1.6330653176997496
CUPE.20191204.08,CUPE,2019-12-04,08,3,SICPLU,1,12,2019,2019_12,81,1,4.872858333333333,1.6330653176997496
CUPE.20191205.09,CUPE,2019-12-05,09,1,AGOMON,1,12,2019,2019_12,94,1,4.872858333333333,1.6330653176997496
CUPE.20191205.09,CUPE,2019-12-05,09,1,SICSPP1,6,12,2019,2019_12,94,1,4.872858333333333,1.6330653176997496
CUPE.20191205.10,CUPE,2019-12-05,10,1,AGOMON,6,12,2019,2019_12,91,1,4.872858333333333,1.6330653176997496
CUPE.20191205.10,CUPE,2019-12-05,10,1,SICPLU,1,12,2019,2019_12,91,1,4.872858333333333,1.6330653176997496
CUPE.20191205.10,CUPE,2019-12-05,10,1,SICPUN,1,12,2019,2019_12,91,1,4.872858333333333,1.6330653176997496
CUPE.20210222.03,CUPE,2021-02-22,03,1,AGOMON,5,2,2021,2021_2,100,1,4.872858333333333,1.6330653176997496
CUPE.20210222.03,CUPE,2021-02-22,03,1,POERET,35,2,2021,2021_2,100,1,4.872858333333333,1.6330653176997496
CUPE.20210222.03,CUPE,2021-02-22,03,1,SICSPP1,1,2,2021,2021_2,100,1,4.872858333333333,1.6330653176997496
CUPE.20210222.03,CUPE,2021-02-22,03,2,AGOMON,3,2,2021,2021_2,100,1,4.872858333333333,1.6330653176997496
CUPE.20210222.03,CUPE,2021-02-22,03,2,POERET,9,2,2021,2021_2,100,1,4.872858333333333,1.6330653176997496
CUPE.20210222.03,CUPE,2021-02-22,03,3,AGOMON,1,2,2021,2021_2,100,1,4.872858333333333,1.6330653176997496
CUPE.20210222.03,CUPE,2021-02-22,03,3,POERET,7,2,2021,2021_2,100,1,4.872858333333333,1.6330653176997496
CUPE.20211213.03,CUPE,2021-12-13,03,1,AGOMON,5,12,2021,2021_12,107,1,4.872858333333333,1.6330653176997496
CUPE.20211213.03,CUPE,2021-12-13,03,1,POERET,42,12,2021,2021_12,107,1,4.872858333333333,1.6330653176997496
CUPE.20211213.03,CUPE,2021-12-13,03,2,AGOMON,4,12,2021,2021_12,107,1,4.872858333333333,1.6330653176997496
CUPE.20211213.03,CUPE,2021-12-13,03,2,POERET,28,12,2021,2021_12,107,1,4.872858333333333,1.6330653176997496
CUPE.20211213.03,CUPE,2021-12-13,03,3,AGOMON,2,12,2021,2021_12,107,1,4.872858333333333,1.6330653176997496
CUPE.20211213.03,CUPE,2021-12-13,03,3,POERET,20,12,2021,2021_12,107,1,4.872858333333333,1.6330653176997496
CUPE.20220221.03,CUPE,2022-02-21,03,1,AGOMON,4,2,2022,2022_2,105,1,4.872858333333333,1.6330653176997496
CUPE.20220221.03,CUPE,2022-02-21,03,1,POERET,52,2,2022,2022_2,105,1,4.872858333333333,1.6330653176997496
CUPE.20220221.03,CUPE,2022-02-21,03,2,AGOMON,2,2,2022,2022_2,105,1,4.872858333333333,1.6330653176997496
CUPE.20220221.03,CUPE,2022-02-21,03,2,POERET,48,2,2022,2022_2,105,1,4.872858333333333,1.6330653176997496
CUPE.20220221.03,CUPE,2022-02-21,03,3,AGOMON,4,2,2022,2022_2,105,1,4.872858333333333,1.6330653176997496
CUPE.20220221.03,CUPE,2022-02-21,03,3,POERET,10,2,2022,2022_2,105,1,4.872858333333333,1.6330653176997496
CUPE.20220222.04,CUPE,2022-02-22,04,1,AGOMON,7,2,2022,2022_2,117,1,4.872858333333333,1.6330653176997496
CUPE.20220222.04,CUPE,2022-02-22,04,1,AWABAN,1,2,2022,2022_2,117,1,4.872858333333333,1.6330653176997496
CUPE.20220222.04,CUPE,2022-02-22,04,1,POERET,48,2,2022,2022_2,117,1,4.872858333333333,1.6330653176997496
CUPE.20220222.04,CUPE,2022-02-22,04,1,SICSPP1,1,2,2022,2022_2,117,1,4.872858333333333,1.6330653176997496
CUPE.20220222.05,CUPE,2022-02-22,05,1,AGOMON,11,2,2022,2022_2,105,1,4.872858333333333,1.6330653176997496
CUPE.20220222.05,CUPE,2022-02-22,05,1,GOBDOR,1,2,2022,2022_2,105,1,4.872858333333333,1.6330653176997496
CUPE.20220222.05,CUPE,2022-02-22,05,1,POERET,23,2,2022,2022_2,105,1,4.872858333333333,1.6330653176997496
CUPE.20220222.05,CUPE,2022-02-22,05,1,SICSPP1,2,2,2022,2022_2,105,1,4.872858333333333,1.6330653176997496
CUPE.20221128.03,CUPE,2022-11-28,03,1,AGOMON,7,11,2022,2022_11,104,1,4.872858333333333,1.6330653176997496
CUPE.20221128.03,CUPE,2022-11-28,03,2,AGOMON,4,11,2022,2022_11,104,1,4.872858333333333,1.6330653176997496
CUPE.20221128.03,CUPE,2022-11-28,03,2,POERET,2,11,2022,2022_11,104,1,4.872858333333333,1.6330653176997496
CUPE.20221128.03,CUPE,2022-11-28,03,2,SICSP1,1,11,2022,2022_11,104,1,4.872858333333333,1.6330653176997496
CUPE.20221128.03,CUPE,2022-11-28,03,3,AGOMON,6,11,2022,2022_11,104,1,4.872858333333333,1.6330653176997496
CUPE.20221129.04,CUPE,2022-11-29,04,1,AGOMON,4,11,2022,2022_11,116,1,4.872858333333333,1.6330653176997496
CUPE.20221129.04,CUPE,2022-11-29,04,1,POERET,7,11,2022,2022_11,116,1,4.872858333333333,1.6330653176997496
CUPE.20221129.04,CUPE,2022-11-29,04,1,SICSP1,1,11,2022,2022_11,116,1,4.872858333333333,1.6330653176997496
CUPE.20221129.05,CUPE,2022-11-29,05,1,AGOMON,12,11,2022,2022_11,102,1,4.872858333333333,1.6330653176997496
CUPE.20221129.05,CUPE,2022-11-29,05,1,POERET,2,11,2022,2022_11,102,1,4.872858333333333,1.6330653176997496
CUPE.20221129.05,CUPE,2022-11-29,05,1,SICSP1,1,11,2022,2022_11,102,1,4.872858333333333,1.6330653176997496
CUPE.20221130.06,CUPE,2022-11-30,06,1,AGOMON,8,11,2022,2022_11,99,1,4.872858333333333,1.6330653176997496
CUPE.20221130.06,CUPE,2022-11-30,06,1,POERET,8,11,2022,2022_11,99,1,4.872858333333333,1.6330653176997496
CUPE.20221130.06,CUPE,2022-11-30,06,2,AGOMON,7,11,2022,2022_11,99,1,4.872858333333333,1.6330653176997496
CUPE.20221130.06,CUPE,2022-11-30,06,2,GOBDOR,2,11,2022,2022_11,99,1,4.872858333333333,1.6330653176997496
CUPE.20221130.06,CUPE,2022-11-30,06,2,SICSP1,2,11,2022,2022_11,99,1,4.872858333333333,1.6330653176997496
CUPE.20221130.06,CUPE,2022-11-30,06,3,AGOMON,3,11,2022,2022_11,99,1,4.872858333333333,1.6330653176997496
CUPE.20221130.06,CUPE,2022-11-30,06,3,POERET,2,11,2022,2022_11,99,1,4.872858333333333,1.6330653176997496
CUPE.20221130.06,CUPE,2022-11-30,06,3,SICSP1,1,11,2022,2022_11,99,1,4.872858333333333,1.6330653176997496
CUPE.20221201.08,CUPE,2022-12-01,08,1,AGOMON,5,12,2022,2022_12,85,1,4.872858333333333,1.6330653176997496
CUPE.20221201.08,CUPE,2022-12-01,08,1,AWABAN,1,12,2022,2022_12,85,1,4.872858333333333,1.6330653176997496
CUPE.20221201.08,CUPE,2022-12-01,08,1,POERET,3,12,2022,2022_12,85,1,4.872858333333333,1.6330653176997496
CUPE.20221201.08,CUPE,2022-12-01,08,1,SICSP1,2,12,2022,2022_12,85,1,4.872858333333333,1.6330653176997496
CUPE.20221201.08,CUPE,2022-12-01,08,2,AGOMON,5,12,2022,2022_12,85,1,4.872858333333333,1.6330653176997496
CUPE.20221201.08,CUPE,2022-12-01,08,3,AGOMON,2,12,2022,2022_12,85,1,4.872858333333333,1.6330653176997496
CUPE.20221201.08,CUPE,2022-12-01,08,3,GOBDOR,1,12,2022,2022_12,85,1,4.872858333333333,1.6330653176997496
CUPE.20221201.08,CUPE,2022-12-01,08,3,SICSP1,1,12,2022,2022_12,85,1,4.872858333333333,1.6330653176997496
CUPE.20221201.10,CUPE,2022-12-01,10,1,AGOMON,6,12,2022,2022_12,90,1,4.872858333333333,1.6330653176997496
