uid,domainID,siteID,namedLocation,startDate,stationToInjectionDistance,hoboSampleID
"ba474863-3ab0-4851-a377-06d82e5418eb","D19","CARI","CARI.AOS.reaeration.station.04","2016-09-02T13:50Z",,"CARI_S4_20160902"
"109506e5-e602-462f-bbe2-c367c29a1f6f","D19","CARI","CARI.AOS.reaeration.station.01","2016-09-02T13:50Z",,"CARI_S1_20160902"
