uid,recorduid,domainID,siteID,namedLocation,hoboSampleID,startDate,measurementNumber,dateTimeLogger,lowRangeHobo,fullRangeHobo,waterTemp,fullRangeSpCondLinear,lowRangeSpCondLinear,fullRangeSpCondNonlinear,lowRangeSpCondNonlinear
"af6cf207-3339-40fd-955d-a9b2dbf19f5a","4cb7a64f-cc75-4b11-9888-d18a4070faf5","D13","COMO","COMO.AOS.reaeration.station.01","COMO_S1_20200812","2020-08-12T16:09Z",675,"2020-08-12T16:52:20Z",20.90,17.30,9.20,24.78,29.93,24.90,30.08
"d32c0ee7-9443-4e70-9e48-66e2b7acb190","4cb7a64f-cc75-4b11-9888-d18a4070faf5","D13","COMO","COMO.AOS.reaeration.station.01","COMO_S1_20200812","2020-08-12T16:09Z",1273,"2020-08-12T18:32:00Z",21.70,17.60,10.37,24.43,30.12,24.57,30.30
"284e9b8a-797c-4ad1-a052-a65987c22fc5","4cb7a64f-cc75-4b11-9888-d18a4070faf5","D13","COMO","COMO.AOS.reaeration.station.01","COMO_S1_20200812","2020-08-12T16:09Z",568,"2020-08-12T16:34:30Z",20.90,17.30,9.05,24.88,30.06,25.00,30.20
"00c0b9da-eb57-449e-b369-4829a02df534","4cb7a64f-cc75-4b11-9888-d18a4070faf5","D13","COMO","COMO.AOS.reaeration.station.01","COMO_S1_20200812","2020-08-12T16:09Z",688,"2020-08-12T16:54:30Z",20.90,17.30,9.22,24.76,29.92,24.89,30.07
"1a7b8576-4295-4c76-8518-f78921461cd4","4cb7a64f-cc75-4b11-9888-d18a4070faf5","D13","COMO","COMO.AOS.reaeration.station.01","COMO_S1_20200812","2020-08-12T16:09Z",1885,"2020-08-12T20:14:00Z",14.80,14.00,22.06,14.83,15.68,14.88,15.73
"469cf47d-7057-4bf4-96af-96246d01cb9a","4cb7a64f-cc75-4b11-9888-d18a4070faf5","D13","COMO","COMO.AOS.reaeration.station.01","COMO_S1_20200812","2020-08-12T16:09Z",1844,"2020-08-12T20:07:10Z",12.40,11.40,18.94,12.89,14.02,12.97,14.11
"cbe89af4-cffb-4002-b7ce-5e56c2e4d91e","4cb7a64f-cc75-4b11-9888-d18a4070faf5","D13","COMO","COMO.AOS.reaeration.station.01","COMO_S1_20200812","2020-08-12T16:09Z",14,"2020-08-12T15:02:10Z",2.30,5.70,20.18,6.28,2.53,6.31,2.55
"703c279a-c2ec-4221-be7f-2234086d2a38","4cb7a64f-cc75-4b11-9888-d18a4070faf5","D13","COMO","COMO.AOS.reaeration.station.01","COMO_S1_20200812","2020-08-12T16:09Z",1801,"2020-08-12T20:00:00Z",11.20,10.30,16.06,12.42,13.51,12.51,13.61
"fd9376d8-fbe4-4021-884d-62bb5ef5bbb8","4cb7a64f-cc75-4b11-9888-d18a4070faf5","D13","COMO","COMO.AOS.reaeration.station.01","COMO_S1_20200812","2020-08-12T16:09Z",1949,"2020-08-12T20:24:40Z",18.70,18.10,24.81,18.17,18.77,18.17,18.77
"c14f1100-7303-4825-a13f-badd02837ff1","4cb7a64f-cc75-4b11-9888-d18a4070faf5","D13","COMO","COMO.AOS.reaeration.station.01","COMO_S1_20200812","2020-08-12T16:09Z",573,"2020-08-12T16:35:20Z",20.90,17.30,9.05,24.88,30.06,25.00,30.20
