uid,domainID,siteID,namedLocation,startDate,plateauCollectTime,replicateNumber,syringeID,gasSampleID,saltTracerSampleID,remarks,incompleteExperimentQF
"cb9fa643-8c3a-4583-9c19-bba367fb097d","D01","HOPB","HOPB.AOS.reaeration.station.04","2017-02-28T11:30Z",,5,"HOPB.16.20170228","HOPB.16.20170228.GAS","HOPB.16.20170228.TCR",,
"cf2c88bf-01fa-40f6-96c5-8e17e0cdf2db","D01","HOPB","HOPB.AOS.reaeration.station.01","2017-02-28T11:30Z",,5,"HOPB.03.20170228","HOPB.03.20170228.GAS","HOPB.03.20170228.TCR",,
"1e304da2-3c7e-4e76-ac78-cb75240ebf8a","D01","HOPB","HOPB.AOS.reaeration.station.03","2017-02-28T11:30Z",,5,"HOPB.15.20170228","HOPB.15.20170228.GAS","HOPB.15.20170228.TCR",,
"e75a7c73-302a-4401-8527-95c7a221574c","D01","HOPB","HOPB.AOS.reaeration.station.02","2017-02-28T11:30Z",,5,"HOPB.10.20170228","HOPB.10.20170228.GAS","HOPB.10.20170228.TCR",,
"a7171961-caf1-45d9-9b6a-74549011f8ca","D01","HOPB","HOPB.AOS.reaeration.station.01","2017-02-28T11:30Z",,5,"HOPB.04.20170228","HOPB.04.20170228.GAS","HOPB.04.20170228.TCR",,
"37a99e53-f4c8-4e27-ad92-03746613e299","D01","HOPB","HOPB.AOS.reaeration.station.04","2017-02-28T11:30Z",,5,"HOPB.17.20170228","HOPB.17.20170228.GAS","HOPB.17.20170228.TCR",,
"4896d689-6bfb-4142-a52e-7686f638e5d0","D01","HOPB","HOPB.AOS.reaeration.station.04","2017-02-28T11:30Z",,5,"HOPB.19.20170228","HOPB.19.20170228.GAS","HOPB.19.20170228.TCR",,
"2f30558b-763e-486c-93a4-f42ae2af759e","D01","HOPB","HOPB.AOS.reaeration.station.02","2017-02-28T11:30Z",,5,"HOPB.06.20170228","HOPB.06.20170228.GAS","HOPB.06.20170228.TCR",,
"5a2d3860-5f43-4152-8669-292621c1e3fa","D01","HOPB","HOPB.AOS.reaeration.station.01","2017-02-28T11:30Z",,5,"HOPB.02.20170228","HOPB.02.20170228.GAS","HOPB.02.20170228.TCR",,
"997c3535-5c2e-4f6e-89e5-689527c75f59","D01","HOPB","HOPB.AOS.reaeration.station.02","2017-02-28T11:30Z",,5,"HOPB.07.20170228","HOPB.07.20170228.GAS","HOPB.07.20170228.TCR",,
"7c52837f-8523-42b1-8464-7e12b18af775","D01","HOPB","HOPB.AOS.reaeration.station.03","2017-02-28T11:30Z",,5,"HOPB.12.20170228","HOPB.12.20170228.GAS","HOPB.12.20170228.TCR",,
"a2564729-be69-4d4c-9c7f-22b19d91abdc","D01","HOPB","HOPB.AOS.reaeration.station.02","2017-02-28T11:30Z",,5,"HOPB.09.20170228","HOPB.09.20170228.GAS","HOPB.09.20170228.TCR",,
"ff0829ef-45d7-4635-b4aa-8ba574b2889f","D01","HOPB","HOPB.AOS.reaeration.station.04","2017-02-28T11:30Z",,5,"HOPB.20.20170228","HOPB.20.20170228.GAS","HOPB.20.20170228.TCR",,
"e7340ff0-2154-4842-b795-ca95976b0f11","D01","HOPB","HOPB.AOS.reaeration.station.03","2017-02-28T11:30Z",,5,"HOPB.11.20170228","HOPB.11.20170228.GAS","HOPB.11.20170228.TCR",,
"31b09f7a-ffa0-4590-8cec-052d8e1447ca","D01","HOPB","HOPB.AOS.reaeration.station.03","2017-02-28T11:30Z",,5,"HOPB.13.20170228","HOPB.13.20170228.GAS","HOPB.13.20170228.TCR",,
"ec1248c9-6a8e-4a70-9919-408af9ee174d","D01","HOPB","HOPB.AOS.reaeration.station.01","2017-02-28T11:30Z",,5,"HOPB.01.20170228","HOPB.01.20170228.GAS","HOPB.01.20170228.TCR",,
"a036c828-837f-4f3e-9efb-f5337fe8ecd9","D01","HOPB","HOPB.AOS.reaeration.station.02","2017-02-28T11:30Z",,5,"HOPB.08.20170228","HOPB.08.20170228.GAS","HOPB.08.20170228.TCR",,
"5411da0a-d985-417b-a863-325819367dbf","D01","HOPB","HOPB.AOS.reaeration.station.04","2017-02-28T11:30Z",,5,"HOPB.18.20170228","HOPB.18.20170228.GAS","HOPB.18.20170228.TCR",,"externalLabGasSampleDataNA"
"9f7d7a16-22bf-41a0-9507-4accf0cab704","D01","HOPB","HOPB.AOS.reaeration.station.01","2017-02-28T11:30Z",,5,"HOPB.05.20170228","HOPB.05.20170228.GAS","HOPB.05.20170228.TCR",,
"213e1a1f-ae3c-40f0-b649-361a6bc21b73","D01","HOPB","HOPB.AOS.reaeration.station.03","2017-02-28T11:30Z",,5,"HOPB.14.20170228","HOPB.14.20170228.GAS","HOPB.14.20170228.TCR",,
