uid,domainID,siteID,namedLocation,passStartTime,passEndTime,passNumber,eventID,taxonID,scientificName,morphospeciesID,bulkFishCount,actualOrEstimated,identificationQualifier,identifiedBy,remarks
"64ca7ecf-33e0-42cc-88e4-aa06e3dd4b6f","D09","PRPO","PRPO.AOS.riparian.point.08","2021-09-27T22:41Z","2021-09-28T17:13Z",4,"PRPO.20210927.08.4.fyke","PIMPRO","Pimephales promelas",,3948,"estimated",,"0000-0002-1892-7221",
"e694c72f-67bc-4741-9037-1a09cbfb8e04","D09","PRPO","PRPO.AOS.riparian.point.08","2021-09-27T22:41Z","2021-09-28T17:13Z",4,"PRPO.20210927.08.4.fyke","PIMPRO","Pimephales promelas",,3000,"estimated",,"0000-0002-1892-7221",
"a8029f1c-6640-4fdc-a947-deefe364b063","D09","PRPO","PRPO.AOS.riparian.point.07","2021-09-27T23:00Z","2021-09-28T15:24Z",4,"PRPO.20210927.07.4.fyke","PIMPRO","Pimephales promelas",,6102,"estimated",,"0000-0002-1892-7221",
"2ece0dbe-b114-4809-962c-2532ef71e0f7","D09","PRPO","PRPO.AOS.riparian.point.07","2021-09-27T23:00Z","2021-09-28T15:24Z",4,"PRPO.20210927.07.4.fyke","PIMPRO","Pimephales promelas",,2960,"estimated",,"0000-0002-1892-7221",
"b4391785-9907-463b-89cd-f9bd4771244b","D09","PRPO","PRPO.AOS.riparian.point.07","2021-09-27T23:00Z","2021-09-28T15:24Z",4,"PRPO.20210927.07.4.fyke","PIMPRO","Pimephales promelas",,413,"actual",,"0000-0002-1892-7221",
"75c06972-b950-4cee-81d9-8f96937fdfb9","D09","PRPO","PRPO.AOS.riparian.point.07","2021-09-27T23:00Z","2021-09-28T15:24Z",4,"PRPO.20210927.07.4.fyke","ETHEXI","Etheostoma exile",,1,"actual",,"0000-0002-1892-7221","Lost before processing"
"96216098-b12d-4880-b0b4-e4aff4f1ac97","D09","PRPO","PRPO.AOS.riparian.point.05","2021-09-28T00:54Z","2021-09-28T02:04Z",1,"PRPO.20210927.05.1.e-fisher","PIMPRO","Pimephales promelas",,121,"actual",,"0000-0002-1892-7221",
"85946bfb-848f-47b7-9f62-e2c0c5f2ecd7","D09","PRPO","PRPO.AOS.riparian.point.05","2021-09-28T02:06Z","2021-09-28T02:50Z",2,"PRPO.20210927.05.2.e-fisher","PIMPRO","Pimephales promelas",,162,"actual",,"0000-0002-1892-7221",
"418126c1-b4ac-4a25-bdaf-3913d22a26af","D09","PRPO","PRPO.AOS.riparian.point.05","2021-09-28T03:08Z","2021-09-28T03:30Z",3,"PRPO.20210927.05.3.e-fisher","PIMPRO","Pimephales promelas",,163,"actual",,"0000-0002-1892-7221",
"cb3c7057-1eeb-4af4-8a81-6fc39b95a8d3","D09","PRPO","PRPO.AOS.riparian.point.01","2021-09-28T23:13Z","2021-09-29T16:21Z",4,"PRPO.20210928.01.4.fyke","PIMPRO","Pimephales promelas",,137,"actual",,"0000-0002-1892-7221",
"9b23c89b-1733-42b3-8ab5-858a512972f1","D09","PRPO","PRPO.AOS.riparian.point.01","2021-09-28T23:13Z","2021-09-29T16:21Z",4,"PRPO.20210928.01.4.fyke","ETHEXI","Etheostoma exile",,1,"actual",,"0000-0002-1892-7221",
"23b3cf9d-6f59-4352-882c-adda6c233115","D09","PRPO","PRPO.AOS.riparian.point.01","2021-09-28T23:13Z","2021-09-29T16:21Z",4,"PRPO.20210928.01.4.fyke","PIMPRO","Pimephales promelas",,1208,"actual",,"0000-0002-1892-7221",
"99c062dc-27a2-4497-808e-939653db78f9","D09","PRPO","PRPO.AOS.riparian.point.01","2021-09-28T23:13Z","2021-09-29T16:21Z",4,"PRPO.20210928.01.4.fyke","PIMPRO","Pimephales promelas",,1570,"estimated",,"0000-0002-1892-7221",
"280fc622-a232-48af-bf39-b5b92ffa97de","D09","PRPO","PRPO.AOS.riparian.point.03","2021-09-28T23:28Z","2021-09-29T15:34Z",4,"PRPO.20210928.03.4.fyke","PIMPRO","Pimephales promelas",,3016,"estimated",,"0000-0002-1892-7221",
"cc421c78-370f-4553-a84d-c0f25fcd9831","D09","PRPO","PRPO.AOS.riparian.point.03","2021-09-28T23:28Z","2021-09-29T15:34Z",4,"PRPO.20210928.03.4.fyke","PIMPRO","Pimephales promelas",,2640,"estimated",,"0000-0002-1892-7221",
"439620d1-babb-42ac-8869-f8d8e7cb2e9d","D09","PRPO","PRPO.AOS.riparian.point.03","2021-09-28T23:28Z","2021-09-29T15:34Z",4,"PRPO.20210928.03.4.fyke","PIMPRO","Pimephales promelas",,126,"actual",,"0000-0002-1892-7221",
"f36a3966-10a9-4a5b-bb50-bb2495135374","D09","PRPO","PRPO.AOS.riparian.point.07","2021-09-29T00:57Z","2021-09-29T01:58Z",1,"PRPO.20210928.07.1.e-fisher","PIMPRO","Pimephales promelas",,181,"actual",,"0000-0002-1892-7221",
"7067f419-5d13-44cd-b133-8276c25e4bb7","D09","PRPO","PRPO.AOS.riparian.point.07","2021-09-29T02:04Z","2021-09-29T02:51Z",2,"PRPO.20210928.07.2.e-fisher","PIMPRO","Pimephales promelas",,226,"actual",,"0000-0002-1892-7221",
"c85d6630-2b72-40fc-b743-531ec2df2afe","D09","PRPO","PRPO.AOS.riparian.point.07","2021-09-29T02:04Z","2021-09-29T02:51Z",2,"PRPO.20210928.07.2.e-fisher","ETHEXI","Etheostoma exile",,1,"actual",,"0000-0002-1892-7221",
"2d87219d-6518-4598-8fcf-a7a553e6d743","D09","PRPO","PRPO.AOS.riparian.point.07","2021-09-29T02:59Z","2021-09-29T03:21Z",3,"PRPO.20210928.07.3.e-fisher","PIMPRO","Pimephales promelas",,215,"actual",,"0000-0002-1892-7221",
