uid,domainID,siteID,namedLocation,startDate,plateauCollectTime,replicateNumber,syringeID,gasSampleID,saltTracerSampleID,remarks,incompleteExperimentQF
"aab1a681-a3a5-45e4-9da1-604b11766531","D19","CARI","CARI.AOS.reaeration.station.04","2017-08-03T18:57Z","2017-08-03T21:20Z",2,"CARI.17.20170803","CARI.17.20170803.GAS","CARI.17.20170803.TCR",,
"8f594eb4-82b3-4fcc-83b0-f140788efc7f","D19","CARI","CARI.AOS.reaeration.station.01","2017-08-03T18:57Z","2017-08-03T20:55Z",1,"CARI.01.20170803","CARI.01.20170803.GAS","CARI.01.20170803.TCR",,
"05f9c8b8-2bf6-4fe2-b2cc-126010328c0b","D19","CARI","CARI.AOS.reaeration.station.01","2017-08-03T18:57Z","2017-08-03T20:55Z",4,"CARI.04.20170803","CARI.04.20170803.GAS","CARI.04.20170803.TCR",,
"ceafe2bd-e7ba-49e1-a10c-fc1e42b72fa4","D19","CARI","CARI.AOS.reaeration.station.01","2017-08-03T18:57Z","2017-08-03T20:55Z",3,"CARI.03.20170803","CARI.03.20170803.GAS","CARI.03.20170803.TCR",,
"1cd6cc47-1703-471e-b69d-2e4f44d34ab9","D19","CARI","CARI.AOS.reaeration.station.02","2017-08-03T18:57Z","2017-08-03T21:02Z",2,"CARI.07.20170803","CARI.07.20170803.GAS","CARI.07.20170803.TCR",,
"a968a13c-39c6-4241-bc10-f760c5dc53f4","D19","CARI","CARI.AOS.reaeration.station.02","2017-08-03T18:57Z","2017-08-03T21:02Z",4,"CARI.09.20170803","CARI.09.20170803.GAS","CARI.09.20170803.TCR",,
"5ca9ef74-798d-4b27-a8af-3fdfe69700c7","D19","CARI","CARI.AOS.reaeration.station.03","2017-08-03T18:57Z","2017-08-03T21:11Z",4,"CARI.14.20170803","CARI.14.20170803.GAS","CARI.14.20170803.TCR",,
"9bf9d89e-6ac9-4336-bee6-b00f50351264","D19","CARI","CARI.AOS.reaeration.station.01","2017-08-03T18:57Z","2017-08-03T20:55Z",2,"CARI.02.20170803","CARI.02.20170803.GAS","CARI.02.20170803.TCR",,
"952b1c65-4c15-4dfc-a981-c8ea9b0da69f","D19","CARI","CARI.AOS.reaeration.station.02","2017-08-03T18:57Z","2017-08-03T21:02Z",3,"CARI.08.20170803","CARI.08.20170803.GAS","CARI.08.20170803.TCR",,
"06c2d5e1-54ce-4f51-9f3d-6f8ea039d877","D19","CARI","CARI.AOS.reaeration.station.04","2017-08-03T18:57Z","2017-08-03T21:20Z",4,"CARI.19.20170803","CARI.19.20170803.GAS","CARI.19.20170803.TCR",,
"f3c44aae-a3cd-4b58-967d-71e3b03aef8d","D19","CARI","CARI.AOS.reaeration.station.04","2017-08-03T18:57Z","2017-08-03T21:20Z",1,"CARI.16.20170803","CARI.16.20170803.GAS","CARI.16.20170803.TCR",,
"7994b262-2ab6-47e2-b114-36f1330a117f","D19","CARI","CARI.AOS.reaeration.station.03","2017-08-03T18:57Z","2017-08-03T21:11Z",2,"CARI.12.20170803","CARI.12.20170803.GAS","CARI.12.20170803.TCR",,
"90621489-0ef9-4f7b-a3cd-3971e501d241","D19","CARI","CARI.AOS.reaeration.station.03","2017-08-03T18:57Z","2017-08-03T21:11Z",5,"CARI.15.20170803","CARI.15.20170803.GAS","CARI.15.20170803.TCR",,
"b84276e5-9c82-414a-962f-d5deefbf80e4","D19","CARI","CARI.AOS.reaeration.station.04","2017-08-03T18:57Z","2017-08-03T21:20Z",5,"CARI.20.20170803","CARI.20.20170803.GAS","CARI.20.20170803.TCR",,
"dc126ef8-b491-43ce-8b8a-10a185ea1d45","D19","CARI","CARI.AOS.reaeration.station.03","2017-08-03T18:57Z","2017-08-03T21:11Z",1,"CARI.11.20170803","CARI.11.20170803.GAS","CARI.11.20170803.TCR",,
"7d60bbde-201e-48cd-bda1-8c1e51cdf9e2","D19","CARI","CARI.AOS.reaeration.station.04","2017-08-03T18:57Z","2017-08-03T21:20Z",3,"CARI.18.20170803","CARI.18.20170803.GAS","CARI.18.20170803.TCR",,
"01d1cfc3-a263-4ecc-8ab2-496f37a94b9d","D19","CARI","CARI.AOS.reaeration.station.01","2017-08-03T18:57Z","2017-08-03T20:55Z",5,"CARI.05.20170803","CARI.05.20170803.GAS","CARI.05.20170803.TCR",,
"8882fbeb-f2ab-4588-ae0a-2989fb35821b","D19","CARI","CARI.AOS.reaeration.station.02","2017-08-03T18:57Z","2017-08-03T21:02Z",1,"CARI.06.20170803","CARI.06.20170803.GAS","CARI.06.20170803.TCR",,
"0437a763-47f8-42e3-b63a-2bde8a80710e","D19","CARI","CARI.AOS.reaeration.station.03","2017-08-03T18:57Z","2017-08-03T21:11Z",3,"CARI.13.20170803","CARI.13.20170803.GAS","CARI.13.20170803.TCR",,
"e3c05f7a-1639-4dc6-8555-9eceb48ef19a","D19","CARI","CARI.AOS.reaeration.station.02","2017-08-03T18:57Z","2017-08-03T21:02Z",5,"CARI.10.20170803","CARI.10.20170803.GAS","CARI.10.20170803.TCR",,
"06ea2527-6c36-4530-b011-4cb8b57ecc92","D19","CARI","CARI.AOS.reaeration.station.04","2017-08-10T18:02Z","2017-08-10T21:07Z",5,"CARI.20.20170810","CARI.20.20170810.GAS","CARI.20.20170810.TCR",,
"491d1483-dbdd-49fc-bcc0-2fd1448bd51a","D19","CARI","CARI.AOS.reaeration.station.04","2017-08-10T18:02Z","2017-08-10T21:07Z",3,"CARI.18.20170810","CARI.18.20170810.GAS","CARI.18.20170810.TCR",,
