uid,recorduid,domainID,siteID,namedLocation,hoboSampleID,startDate,measurementNumber,dateTimeLogger,lowRangeHobo,fullRangeHobo,waterTemp,fullRangeSpCondLinear,lowRangeSpCondLinear,fullRangeSpCondNonlinear,lowRangeSpCondNonlinear
"81b89813-a044-4062-a282-38e58c050a3b","6d3e3613-200d-40cb-9c60-ef4ab8e873e3","D17","BIGC","BIGC.AOS.reaeration.station.01","BIGC_S1_20191118","2019-11-18T19:24Z",5352,"2019-11-19T10:51:50Z",157.90,155.90,9.32,222.55,225.41,223.68,226.55
"1693b02a-9eff-43ce-af58-446a6376af6b","6d3e3613-200d-40cb-9c60-ef4ab8e873e3","D17","BIGC","BIGC.AOS.reaeration.station.01","BIGC_S1_20191118","2019-11-18T19:24Z",3929,"2019-11-19T06:54:40Z",160.10,158.40,9.96,222.24,224.63,223.52,225.92
"79118f7d-2207-4110-88a6-39c685f98ced","6d3e3613-200d-40cb-9c60-ef4ab8e873e3","D17","BIGC","BIGC.AOS.reaeration.station.01","BIGC_S1_20191118","2019-11-18T19:24Z",580,"2019-11-18T21:36:30Z",164.00,162.10,10.91,221.79,224.39,223.24,225.85
"4e45d938-b5b7-4122-b8ab-feec19f2b1c0","6d3e3613-200d-40cb-9c60-ef4ab8e873e3","D17","BIGC","BIGC.AOS.reaeration.station.01","BIGC_S1_20191118","2019-11-18T19:24Z",2371,"2019-11-19T02:35:00Z",164.00,162.20,10.75,222.86,225.33,224.29,226.78
"257a4ba1-68d1-4d19-8263-809176f3e651","6d3e3613-200d-40cb-9c60-ef4ab8e873e3","D17","BIGC","BIGC.AOS.reaeration.station.01","BIGC_S1_20191118","2019-11-18T19:24Z",5824,"2019-11-19T12:10:30Z",157.50,155.50,9.14,223.08,225.94,224.16,227.04
"02d40797-a68c-4095-9788-fcaa532b152d","6d3e3613-200d-40cb-9c60-ef4ab8e873e3","D17","BIGC","BIGC.AOS.reaeration.station.01","BIGC_S1_20191118","2019-11-18T19:24Z",1230,"2019-11-18T23:24:50Z",173.20,172.10,11.19,233.76,235.25,235.33,236.84
"a02fc3bf-15c1-4e97-9a1e-bff7986f6df8","6d3e3613-200d-40cb-9c60-ef4ab8e873e3","D17","BIGC","BIGC.AOS.reaeration.station.01","BIGC_S1_20191118","2019-11-18T19:24Z",2622,"2019-11-19T03:16:50Z",163.40,161.40,10.60,222.63,225.39,224.04,226.81
"b15a96fb-4ce4-4e91-976d-b0c31e8c1eaf","6d3e3613-200d-40cb-9c60-ef4ab8e873e3","D17","BIGC","BIGC.AOS.reaeration.station.01","BIGC_S1_20191118","2019-11-18T19:24Z",1044,"2019-11-18T22:53:50Z",172.70,171.30,11.18,232.73,234.63,234.30,236.21
"352c0bb8-91cf-4456-99a9-48604857c4b5","6d3e3613-200d-40cb-9c60-ef4ab8e873e3","D17","BIGC","BIGC.AOS.reaeration.station.01","BIGC_S1_20191118","2019-11-18T19:24Z",4861,"2019-11-19T09:30:00Z",158.40,156.20,9.54,221.65,224.77,222.83,225.97
"83bebc72-1a8f-4367-98ff-65624d72ff2b","6d3e3613-200d-40cb-9c60-ef4ab8e873e3","D17","BIGC","BIGC.AOS.reaeration.station.01","BIGC_S1_20191118","2019-11-18T19:24Z",2367,"2019-11-19T02:34:20Z",164.00,162.20,10.75,222.86,225.33,224.29,226.78
"91aa6c89-87c1-4066-a955-df347ff9ec6a","6d3e3613-200d-40cb-9c60-ef4ab8e873e3","D17","BIGC","BIGC.AOS.reaeration.station.01","BIGC_S1_20191118","2019-11-18T19:24Z",6428,"2019-11-19T13:51:10Z",157.50,155.50,8.97,224.12,227.00,225.16,228.06
"feb6d547-9d83-4123-bc01-c7776d800217","6d3e3613-200d-40cb-9c60-ef4ab8e873e3","D17","BIGC","BIGC.AOS.reaeration.station.01","BIGC_S1_20191118","2019-11-18T19:24Z",2160,"2019-11-19T01:59:50Z",164.50,162.90,10.87,223.11,225.31,224.57,226.77
"5084ac5a-2920-468d-994a-df737756bf4c","6d3e3613-200d-40cb-9c60-ef4ab8e873e3","D17","BIGC","BIGC.AOS.reaeration.station.01","BIGC_S1_20191118","2019-11-18T19:24Z",2459,"2019-11-19T02:49:40Z",163.70,162.20,10.70,223.15,225.21,224.57,226.65
"8d26920b-ba55-4d67-917b-f2fa1be3b783","6d3e3613-200d-40cb-9c60-ef4ab8e873e3","D17","BIGC","BIGC.AOS.reaeration.station.01","BIGC_S1_20191118","2019-11-18T19:24Z",4397,"2019-11-19T08:12:40Z",159.20,157.30,9.74,222.01,224.69,223.23,225.93
"2fd2d453-8ef0-414a-9f3a-6d28310d7710","6d3e3613-200d-40cb-9c60-ef4ab8e873e3","D17","BIGC","BIGC.AOS.reaeration.station.01","BIGC_S1_20191118","2019-11-18T19:24Z",5957,"2019-11-19T12:32:40Z",157.50,155.50,9.10,223.32,226.19,224.39,227.28
"f8fa8262-8094-44f5-97db-7f25d5d66541","6d3e3613-200d-40cb-9c60-ef4ab8e873e3","D17","BIGC","BIGC.AOS.reaeration.station.01","BIGC_S1_20191118","2019-11-18T19:24Z",3919,"2019-11-19T06:53:00Z",160.10,158.40,9.96,222.24,224.63,223.52,225.92
