uid,recorduid,domainID,siteID,namedLocation,hoboSampleID,startDate,measurementNumber,dateTimeLogger,lowRangeHobo,fullRangeHobo,waterTemp,fullRangeSpCondLinear,lowRangeSpCondLinear,fullRangeSpCondNonlinear,lowRangeSpCondNonlinear
"543cf7e7-90c3-4a54-a7c1-811ce0d278ae","4b5cb648-fe50-4732-b683-bce2b0e6048e","D10","ARIK","ARIK.AOS.reaeration.station.04","ARIK_S4_20200309","2020-03-09T21:35Z",6042,"2020-03-10T14:20:06Z",325.40,326.10,7.01,496.81,495.74,497.61,496.54
"ca42afa0-3210-47bc-9531-7ad15107da0a","4b5cb648-fe50-4732-b683-bce2b0e6048e","D10","ARIK","ARIK.AOS.reaeration.station.04","ARIK_S4_20200309","2020-03-09T21:35Z",5170,"2020-03-10T11:54:46Z",332.20,333.00,7.93,494.09,492.91,495.67,494.48
"eb90b458-056c-4531-bfb6-b12eb69bf37b","4b5cb648-fe50-4732-b683-bce2b0e6048e","D10","ARIK","ARIK.AOS.reaeration.station.04","ARIK_S4_20200309","2020-03-09T21:35Z",2087,"2020-03-10T03:20:56Z",360.10,362.00,11.45,488.40,485.84,491.77,489.18
"abbfc525-c625-4774-b0a7-7750f20a0817","4b5cb648-fe50-4732-b683-bce2b0e6048e","D10","ARIK","ARIK.AOS.reaeration.station.04","ARIK_S4_20200309","2020-03-09T21:35Z",2563,"2020-03-10T04:40:16Z",357.80,359.50,11.19,488.30,485.99,491.59,489.26
"de25cfad-669d-4789-9d67-6dc306976ead","4b5cb648-fe50-4732-b683-bce2b0e6048e","D10","ARIK","ARIK.AOS.reaeration.station.04","ARIK_S4_20200309","2020-03-09T21:35Z",6356,"2020-03-10T15:12:26Z",328.40,328.60,7.36,495.57,495.27,496.68,496.38
"b43330c5-91b1-4a2d-83ea-27d9c4f25a19","4b5cb648-fe50-4732-b683-bce2b0e6048e","D10","ARIK","ARIK.AOS.reaeration.station.04","ARIK_S4_20200309","2020-03-09T21:35Z",4934,"2020-03-10T11:15:26Z",334.60,335.50,8.24,493.47,492.14,495.27,493.95
"bd1d3b32-9688-44dc-ab37-25b42bd28bdd","4b5cb648-fe50-4732-b683-bce2b0e6048e","D10","ARIK","ARIK.AOS.reaeration.station.04","ARIK_S4_20200309","2020-03-09T21:35Z",1479,"2020-03-10T01:39:36Z",368.70,370.80,12.27,489.92,487.15,493.49,490.70
"19891382-7720-4dc9-906c-438b08058be5","4b5cb648-fe50-4732-b683-bce2b0e6048e","D10","ARIK","ARIK.AOS.reaeration.station.04","ARIK_S4_20200309","2020-03-09T21:35Z",669,"2020-03-09T23:24:36Z",381.20,384.20,13.86,488.04,484.23,491.78,487.94
"43d41688-1477-40dc-bcaa-a24c185a56a8","4b5cb648-fe50-4732-b683-bce2b0e6048e","D10","ARIK","ARIK.AOS.reaeration.station.04","ARIK_S4_20200309","2020-03-09T21:35Z",2175,"2020-03-10T03:35:36Z",359.80,361.70,11.42,488.37,485.81,491.73,489.15
"0a9b8165-2e01-4f55-b067-90f04e088d55","4b5cb648-fe50-4732-b683-bce2b0e6048e","D10","ARIK","ARIK.AOS.reaeration.station.04","ARIK_S4_20200309","2020-03-09T21:35Z",2831,"2020-03-10T05:24:56Z",355.50,356.90,10.92,488.19,486.27,491.38,489.46
"06fcd1b1-d88e-4671-9934-39c6a345c71e","4b5cb648-fe50-4732-b683-bce2b0e6048e","D10","ARIK","ARIK.AOS.reaeration.station.04","ARIK_S4_20200309","2020-03-09T21:35Z",1021,"2020-03-10T00:23:16Z",384.70,387.10,13.10,500.96,497.86,504.75,501.62
"fb1df413-a3da-43f4-a3ed-495cd1ae4029","4b5cb648-fe50-4732-b683-bce2b0e6048e","D10","ARIK","ARIK.AOS.reaeration.station.04","ARIK_S4_20200309","2020-03-09T21:35Z",3489,"2020-03-10T07:14:36Z",347.70,349.00,9.95,489.79,487.97,492.60,490.77
"2d6539af-ccc3-4020-b828-386076210627","4b5cb648-fe50-4732-b683-bce2b0e6048e","D10","ARIK","ARIK.AOS.reaeration.station.04","ARIK_S4_20200309","2020-03-09T21:35Z",6900,"2020-03-10T16:43:06Z",141.20,147.50,14.77,183.32,175.49,184.72,176.83
"fbab7288-271b-4d31-a1b5-1f62b53bb979","4b5cb648-fe50-4732-b683-bce2b0e6048e","D10","ARIK","ARIK.AOS.reaeration.station.04","ARIK_S4_20200309","2020-03-09T21:35Z",4365,"2020-03-10T09:40:36Z",339.30,340.60,8.84,492.66,490.78,494.87,492.99
"25b82f95-59b1-4220-b57a-6ebb5a36e70d","4b5cb648-fe50-4732-b683-bce2b0e6048e","D10","ARIK","ARIK.AOS.reaeration.station.04","ARIK_S4_20200309","2020-03-09T21:35Z",5313,"2020-03-10T12:18:36Z",330.70,331.20,7.75,493.94,493.20,495.38,494.63
"ba11b126-748b-44a1-8bac-b86c560c4b34","4b5cb648-fe50-4732-b683-bce2b0e6048e","D10","ARIK","ARIK.AOS.reaeration.station.04","ARIK_S4_20200309","2020-03-09T21:35Z",816,"2020-03-09T23:49:06Z",378.10,381.30,13.52,488.39,484.29,492.11,487.98
"d537febe-0080-4f05-af36-41e639943dc6","4b5cb648-fe50-4732-b683-bce2b0e6048e","D10","ARIK","ARIK.AOS.reaeration.station.04","ARIK_S4_20200309","2020-03-09T21:35Z",3474,"2020-03-10T07:12:06Z",348.10,349.30,9.98,489.82,488.14,492.64,490.95
"bf101d33-122d-4874-963d-09e060df3dc8","4b5cb648-fe50-4732-b683-bce2b0e6048e","D10","ARIK","ARIK.AOS.reaeration.station.04","ARIK_S4_20200309","2020-03-09T21:35Z",1707,"2020-03-10T02:17:36Z",364.60,366.80,11.91,489.08,486.15,492.57,489.61
"9c7d6e1b-3389-4e51-924d-60af77b4aa4e","4b5cb648-fe50-4732-b683-bce2b0e6048e","D10","ARIK","ARIK.AOS.reaeration.station.04","ARIK_S4_20200309","2020-03-09T21:35Z",7038,"2020-03-10T17:06:06Z",135.20,141.30,14.22,177.94,170.26,179.30,171.56
