uid,domainID,siteID,namedLocation,startDate,plateauCollectTime,replicateNumber,syringeID,gasSampleID,saltTracerSampleID,remarks,incompleteExperimentQF
"e9a20095-18da-4ae1-8775-984649b66c9b","D04","GUIL","GUIL.AOS.reaeration.station.01","2019-03-07T12:55Z","2019-03-07T14:46Z",4,"GUIL.04.20190307","GUIL.04.20190307.GAS","GUIL.04.20190307.TCR",,
"f634465b-f825-4aa6-9e1c-13d5a0b23ecf","D04","GUIL","GUIL.AOS.reaeration.station.03","2019-03-07T12:55Z","2019-03-07T15:12Z",2,"GUIL.12.20190307","GUIL.12.20190307.GAS","GUIL.12.20190307.TCR",,
"a245c677-1957-4c5f-9f0c-df44cfd2b783","D04","GUIL","GUIL.AOS.reaeration.station.04","2019-03-07T12:55Z","2019-03-07T15:17Z",3,"GUIL.18.20190307","GUIL.18.20190307.GAS","GUIL.18.20190307.TCR",,
"76a7a29e-96e6-46f8-ae3d-e4b66e5b5024","D04","GUIL","GUIL.AOS.reaeration.station.03","2019-03-07T12:55Z","2019-03-07T15:12Z",5,"GUIL.15.20190307","GUIL.15.20190307.GAS","GUIL.15.20190307.TCR",,
"60a37ec1-b150-4f1c-8b16-5210fc503e66","D04","GUIL","GUIL.AOS.reaeration.station.02","2019-03-07T12:55Z","2019-03-07T14:51Z",1,"GUIL.06.20190307","GUIL.06.20190307.GAS","GUIL.06.20190307.TCR",,
"69d8a046-3fa8-4d6b-a8d2-98be17d7adfe","D04","GUIL","GUIL.AOS.reaeration.station.01","2019-03-07T12:55Z","2019-03-07T14:46Z",1,"GUIL.01.20190307","GUIL.01.20190307.GAS","GUIL.01.20190307.TCR",,
"cf097a70-2817-455d-8826-603813c421f9","D04","GUIL","GUIL.AOS.reaeration.station.03","2019-03-07T12:55Z","2019-03-07T15:12Z",3,"GUIL.13.20190307","GUIL.13.20190307.GAS","GUIL.13.20190307.TCR",,
"0327bb72-1311-4bd4-8007-3260e97b6e3a","D04","GUIL","GUIL.AOS.reaeration.station.04","2019-03-07T12:55Z","2019-03-07T15:17Z",1,"GUIL.16.20190307","GUIL.16.20190307.GAS","GUIL.16.20190307.TCR",,
"fdfd611b-e871-4951-b764-01fd7d82625f","D04","GUIL","GUIL.AOS.reaeration.station.01","2019-03-07T12:55Z","2019-03-07T14:46Z",3,"GUIL.03.20190307","GUIL.03.20190307.GAS","GUIL.03.20190307.TCR",,
"7aa94e44-2baf-4e38-b59e-5432177d689f","D04","GUIL","GUIL.AOS.reaeration.station.01","2019-03-07T12:55Z","2019-03-07T14:46Z",5,"GUIL.05.20190307","GUIL.05.20190307.GAS","GUIL.05.20190307.TCR",,
"30de343f-a282-4768-90bb-fa4880e425c4","D04","GUIL","GUIL.AOS.reaeration.station.02","2019-03-07T12:55Z","2019-03-07T14:51Z",3,"GUIL.08.20190307","GUIL.08.20190307.GAS","GUIL.08.20190307.TCR",,
"d69015c0-72de-4d78-b8ea-de84a353464a","D04","GUIL","GUIL.AOS.reaeration.station.03","2019-03-07T12:55Z","2019-03-07T15:12Z",4,"GUIL.14.20190307","GUIL.14.20190307.GAS","GUIL.14.20190307.TCR",,
"978d5eef-5533-4fad-a4a0-3a0be373bd75","D04","GUIL","GUIL.AOS.reaeration.station.02","2019-03-07T12:55Z","2019-03-07T14:51Z",2,"GUIL.07.20190307","GUIL.07.20190307.GAS","GUIL.07.20190307.TCR",,
"0e8469e2-3bb2-4fa2-85a2-13c2531e512d","D04","GUIL","GUIL.AOS.reaeration.station.04","2019-03-07T12:55Z","2019-03-07T15:17Z",4,"GUIL.19.20190307","GUIL.19.20190307.GAS","GUIL.19.20190307.TCR",,
"2647126d-402f-45de-b512-8e0682348e73","D04","GUIL","GUIL.AOS.reaeration.station.03","2019-03-07T12:55Z","2019-03-07T15:12Z",1,"GUIL.11.20190307","GUIL.11.20190307.GAS","GUIL.11.20190307.TCR",,
"cd108044-4461-41f3-bd0f-46efaaef3208","D04","GUIL","GUIL.AOS.reaeration.station.01","2019-03-07T12:55Z","2019-03-07T14:46Z",2,"GUIL.02.20190307","GUIL.02.20190307.GAS","GUIL.02.20190307.TCR",,
"4a6d0cf5-881d-4c07-9387-2d45d7701be2","D04","GUIL","GUIL.AOS.reaeration.station.04","2019-03-07T12:55Z","2019-03-07T15:17Z",5,"GUIL.20.20190307","GUIL.20.20190307.GAS","GUIL.20.20190307.TCR",,
"300b448f-9eff-48b6-8ffa-707162bebab1","D04","GUIL","GUIL.AOS.reaeration.station.02","2019-03-07T12:55Z","2019-03-07T14:51Z",5,"GUIL.10.20190307","GUIL.10.20190307.GAS","GUIL.10.20190307.TCR",,
"53bfa6a2-2195-40bd-93a6-a3a163946f90","D04","GUIL","GUIL.AOS.reaeration.station.02","2019-03-07T12:55Z","2019-03-07T14:51Z",4,"GUIL.09.20190307","GUIL.09.20190307.GAS","GUIL.09.20190307.TCR",,
"371c27eb-9c46-46a4-9c16-b4593257c154","D04","GUIL","GUIL.AOS.reaeration.station.04","2019-03-07T12:55Z","2019-03-07T15:17Z",2,"GUIL.17.20190307","GUIL.17.20190307.GAS","GUIL.17.20190307.TCR",,
